permno,comnam
67126.0,QINTEX ENTERTAINMENT INC
67133.0,ALAMITO COMPANY
67134.0,ROADCRAFT MANUFACTURING & LSG C
67141.0,AMERICAN ROYALTY TR
67168.0,BIOCRAFT LABS INC
67169.0,ROANNA TOGS INC
67176.0,BURLINGTON COAT FACTORY WRHS CO
67177.0,ROANOKE ELECTRIC STEEL CORP
67184.0,CALTON INC
67185.0,ROANWELL CORP
67192.0,CONTINENTAL INFORMATION SYS
67192.0,CONTINENTAL INFORMATION SYS COR
67193.0,ROBBINS & MYERS INC
67205.0,COSMOPOLITAN CARE CORP
67206.0,ROBERTS & PORTER INC
67213.0,E Q K REALTY INVESTORS 1
67214.0,ROBERTS JOHN INC
67221.0,ENGINEERED SYSTEMS & DEV CORP
67222.0,ROBERTS OIL & GAS INC
67248.0,GEMINI II INC
67249.0,ROBERTSON DISTRIBUTION SYS INC
67256.0,HERMANS SPORTING GOODS INC
67257.0,VAN WYCK INTERNATIONAL CORP
67257.0,ROBESON INDUSTRIES CORP
67264.0,I C M PROPERTY INVESTORS INC
67264.0,BEDFORD PROPERTY INVESTORS INC
67265.0,ROBINEX INTERNATIONAL LTD
67272.0,I P TIMBERLANDS LTD
67273.0,ROBINS INDUSTRIES CORP
67280.0,HAMILTON INVESTMENT TR
67280.0,JOHNSTOWN AMERICAN COS
67280.0,CONSOLIDATED COMPANIES
67281.0,ROBINSON HALPERN CO
67299.0,AMICOR INC
67299.0,KEYSTONE CAMERA PRODS CORP
67300.0,ROBINSON NUGENT INC
67301.0,LEAR PETROLEUM PARTNERS L P
67302.0,ROBO WASH INC
67328.0,MARK IV HOMES INC
67328.0,MARK IV INDUSTRIES INC
67329.0,ROBOT DEFENSE SYS INC
67336.0,RADICE CORP
67336.0,MAJOR GROUP INC
67344.0,ROYAL INTERNATIONAL OPTICAL COR
67345.0,SOLID PHOTOGRAPHY INC
67345.0,ROBOTIC VISION SYSTEMS INC
67352.0,SPENDTHRIFT FARM INC
67353.0,ROCHESTER INSTRUMENT SYS INC
67360.0,UNITIL CORP
67361.0,ROCKET RESH CORP
67361.0,ROCKCOR INC
67379.0,WESTERN HEALTH PLAN INC
67380.0,ROCKIES FUND INC
67387.0,ARMEL INC
67396.0,ROCKWELL DRILLING CO
67408.0,BELDEN & BLAKE ENERGY CO
67409.0,ROCKWELL OIL CO
67409.0,ROCKWELL TECHNOLOGIES INC
67416.0,BENEQUITY HOLDINGS
67417.0,ROCKWOOD HOLDING CO
67425.0,ROCKY MOUNTAIN UNDERGARMENT INC
67432.0,BUSH INDUSTRIES INC
67433.0,ROCKY MOUNTAIN MINERALS INC
67440.0,C R I INSURED MORTGAGE INVS
67440.0,C R I INSURED MORTGAGE INVS LP
67441.0,ROCKY MOUNTAIN NAT GAS INC
67459.0,F T INDUSTRIES INC
67459.0,CLAIRES STORES INC
67467.0,CONSOLIDATED STORES CORP
67467.0,BIG LOTS INC
67468.0,RODAC CORP
67475.0,DAMSON ENERGY CO L P
67476.0,RODALE ELECTRONICS INC
67483.0,DAMSON ENERGY CO L P
67484.0,RODIME PLC
67491.0,ENSERCH EXPLORATION PARTNERS LT
67491.0,ENSERCH EXPLORATION INC
67491.0,E E X CORP
67492.0,ROFFLER INDUSTRIES INC
67504.0,FIRST NATIONWIDE FINL CORP
67505.0,ROGERS BROTHERS CO
67512.0,FIRSTCORP INC
67520.0,FOXMEYER CORP
67521.0,ROLFITE COMPANY
67539.0,FREEPORT MCMORAN ENERGY PARTNER
67539.0,FREEPORT MCMORAN OIL & GAS CO
67540.0,ROLLINS BURDICK HUNTER CO
67547.0,FREEPORT MCMORAN GOLD CO
67555.0,GENERAL HOMES CORP
67556.0,ROOSEVELT NATIONAL INVT CO
67556.0,UNIVERSAL GUARANTY INVESTMENT C
67563.0,GLENDALE FEDERAL S & L ASSN CA
67563.0,GLENFED INC
67563.0,GLENDALE FEDERAL BANK FSB
67563.0,GOLDEN STATE BANCORP INC
67564.0,ROPAK WEST INC
67564.0,ROPAK CORP
67571.0,GREEN TREE ACCEPTANCE INC
67571.0,GREEN TREE FINANCIAL CORP
67572.0,ROPER INDUSTRIES INC
67598.0,HEALTH CARE PPTY INVS INC
67598.0,H C P INC
67599.0,ROSELON INDUSTRIES INC
67600.0,HEALTHAMERICA CORP
67601.0,ROSEMOUNT INC
67619.0,INTERNATIONAL THOROUGHBRED BRDR
67620.0,ROSES STORES INC
67627.0,KAY JEWELERS INC
67628.0,ROSES STORES INC
67635.0,LIBERTY FEDERAL SVG & LN ASSN P
67635.0,LIBERTY FINANCIAL GROUP INC
67636.0,ROSS EXPLORATION INC
67643.0,LIBERTY CIRCLE CORP
67643.0,EQUILINK CORP
67643.0,MACGREGOR SPORTING GOODS INC
67651.0,MAY ENERGY PARTNERS LTD
67652.0,ROSPATCH CORP DE
67652.0,AMERIWOOD INDUSTRIES INTL CORP
67678.0,OPTEL CORP
67678.0,MOORE MEDICAL CORP
67679.0,ROSS COSMETICS DISTR CTRS INC
67679.0,TRISTAR CORP
67686.0,N R M ENERGY CO L P
67687.0,ROSSCOMP CORP
67694.0,NEWMARK & LEWIS INC
67695.0,ROTRON INC
67707.0,NICHOLS INSTITUTE
67708.0,ROUSE COMPANY
67715.0,SBARRO INC
67716.0,ROVAC CORP
67723.0,SIERRA HEALTH SVCS INC
67723.0,SIERRA HEALTH SERVICES INC
67724.0,ROWAN INDUSTRIES INC
67731.0,SIERRA SPRING WATER CO
67732.0,ROWE FURNITURE CORP
67732.0,ROWE COS
67758.0,SNYDER OIL PARTNERS
67759.0,ROYAL APEX SILVER INC
67766.0,SORG PRINTING INC
67766.0,SORG INC
67774.0,TRANSCANADA PIPELINES LTD
67774.0,TRANSCANADA CORP
67775.0,ROYAL BUSINESS FORMS INC
67775.0,ROYAL BUSINESS GROUP INC
67782.0,TURNER BROADCASTING SYSTEM INC
67783.0,ROYAL CASTLE SYS INC
67790.0,UNIVERSAL DEVELOPMENT CORP
67790.0,U D C UNIVERSAL DEVELOPMENT LP
67790.0,U D C HOMES INC
67791.0,ROYAL DUTCH PETROLEUM CO
67803.0,WIENER CORP
67803.0,WIENER ENTERPRISES INC
67804.0,ROYAL GENERAL CORP
67838.0,C S S INDUSTRIES INC
67846.0,CARE ENTERPRISES
67847.0,ROYAL RES CORP DEL
67847.0,ROYAL GOLD INC
67854.0,COPLEY PROPERTY INC
67855.0,ROYAL SAVING & LOAN ASSOCIATION
67862.0,COUNTRYWIDE MORTGAGE INVTS INC
67862.0,C W M MORTGAGE HOLDINGS INC
67862.0,INMC MORTGAGE HOLDINGS INC
67862.0,INDYMAC MORTGAGE HOLDINGS INC
67862.0,INDYMAC BANCORP INC
67863.0,ROYAL ZENITH CORP
67870.0,DIAMOND SHAMROCK OFFSHORE PTNR
67871.0,ROYALE AIRLINES INC
67889.0,ENERGY OIL INC
67889.0,ENERGY OIL INC DE
67897.0,FAIRMONT FINANCIAL INC
67898.0,ROYSTER COMPANY
67918.0,GENERAL DEVELOPMENT CORP NEW
67919.0,ROYALTY DEVELOPMENT CORP
67926.0,MC CORMICK OIL & GAS CO
67926.0,MC CORMICK OIL & GAS PARTNERSHI
67926.0,GRAHAM MCCORMICK OIL & GAS PSHI
67927.0,ROYALTY VENTURES CORP
67927.0,SEAXE ENERGY CORP
67927.0,HADSON EUROPE INC
67934.0,GULL INC
67935.0,ROYAL PALM SAVINGS ASSN FL
67935.0,ROYAL PALM SAVINGS BANK
67942.0,HALIFAX ENGINEERING INC
67942.0,HALIFAX CORP
67943.0,RUBY MINING CO
67950.0,HANDYMAN CORP
67951.0,RUCKER PHARMACAL INC
67969.0,HOME GROUP INC
67969.0,AMBASE CORP
67970.0,RULE INDUSTRIES INC
67977.0,ICEE USA CORP
67985.0,INTELOGIC TRACE INC
67993.0,INTERSTATE SECURITIES INC
67993.0,INTERSTATE JOHNSON LANE INC
67994.0,RUSSELL STOVER CANDIES INC
68005.0,KEY COMPANY
68006.0,RUSTY PELICAN RESTAURANTS INC
68013.0,LAC MINERALS LTD NEW
68021.0,LOMAS MTG CORP
68021.0,CAPSTEAD MORTGAGE CORP
68022.0,GREAT EQUITY FINANCIAL CORP
68022.0,RYAN INSURANCE GROUP INC
68048.0,M L CONVERTIBLE SECURITIES INC
68048.0,CONVERTIBLE HOLDINGS INC
68049.0,RYANS FAMILY STEAK HOUSES INC
68049.0,RYANS RESTAURANT GROUP INC
68056.0,MONARCH CAPITAL CORP
68057.0,RYNCO SCIENTIFIC CORP
68064.0,MORTGAGE INVESTMENTS PLUS INC
68064.0,M I P PROPERTIES INC
68065.0,S & K FAMOUS BRANDS INC
68072.0,PLAINS PETROLEUM CO
68073.0,S & M COMPANY
68080.0,REALTY SOUTH INVS INC
68080.0,EQUIVEST INC
68081.0,S & S CORP
68099.0,RESTAURANT ASSOCIATES INDS INC
68100.0,S & T INDUSTRIES INC
68101.0,ROCKEFELLER CENTER PPTYS INC
68102.0,HARMON INDUSTRIES INC
68102.0,SAB HARMON INDS INC
68102.0,HARMON INDUSTRIES INC NEW
68128.0,SAXON OIL DEV PARTNERS L P
68128.0,HALLWOOD ENERGY PARTNERS L P
68129.0,S A I GROUP INC
68136.0,SOUTHWEST BANK VISTA CA
68136.0,SOUTHWEST BANCORP
68137.0,S A Y INDS INC
68137.0,SCRIBE SYSTEMS INC
68144.0,SUNTRUST BANKS INC
68145.0,S B E INC
68145.0,NEONODE INC
68152.0,TURNER EQUITY INVS INC
68153.0,S B T CORP
68160.0,UNION EXPLORATION PARTNERS LTD
68160.0,UNOCAL EXPLORATION CORP
68161.0,S C I SYSTEMS INC
68180.0,S A L CABLE COMMUNICATIONS CP
68180.0,S A L COMMUNICATIONS INC
68187.0,WEINGARTEN REALTY INC
68187.0,WEINGARTEN REALTY INVESTORS
68188.0,S C B RESTAURANT SYSTEMS
68195.0,WICKES CORP
68195.0,WICKES COMPANIES INC
68195.0,WICKES COMPANIES INC NEW
68196.0,S E I INVESTMENTS COMPANY
68208.0,A O I COAL COMPANY
68209.0,SAN FERNANDO ELEC MFG CO
68209.0,S F E TECHNOLOGIES
68216.0,ADOBE RESOURCES CORP
68217.0,S G METALS INDS INC
68225.0,TOSCANY IMPORTS LTD
68225.0,S H S FUNDS INC
68232.0,AMERICUS TR FOR A T & T COM SHS
68233.0,S I HANDLING SYS INC
68233.0,S I HANDLING SYSTEMS INC
68233.0,PARAGON TECHNOLOGIES INC
68240.0,AMERICUS TRUST FOR EXXON SHS
68241.0,S M C INDUSTRIES INC
68259.0,AMERICUS TRUST FOR EXXON SHS
68260.0,SUCCESS MOTIVATION IN
68267.0,AMERICUS TRUST FOR EXXON SHS
68268.0,S N G & OIL ENERGY CO
68275.0,ANGELES FINANCIAL PARTNERS
68275.0,ANGELES FINANCIAL TRUST
68276.0,S P M GROUP INC
68276.0,ZAMAGE DIGITAL IMAGING INC
68276.0,PROVECTUS PHARMACEUTICALS INC
68276.0,PROVECTUS BIOPHARMACEUTICALS IN
68283.0,AUSIMONT COMPO N V
68283.0,AUSIMONT N V
68284.0,S R C LABS INC
68291.0,B S D BANCORP INC
68292.0,SELECTED RISKS INSURANCE CO
68292.0,S R I CORP
68292.0,SELECTIVE INSURANCE GROUP INC
68304.0,BEAR STEARNS COMPANIES INC
68305.0,SCIENTIFIC TIME SHARING
68305.0,S T S C INC
68312.0,BEVERLY INVESTMENT PPTYS INC
68312.0,NATIONWIDE HEALTH PROPERTIES IN
68313.0,S T V INC
68313.0,S T V ENGINEERS INC
68313.0,S T V GROUP INC
68320.0,CHYRON CORP
68320.0,CHYRONHEGO CORP
68321.0,S P DRUGS INC
68339.0,COLUMBIA SAVINGS LN ASSOC
68340.0,S P I PHARMACEUTICALS INC
68340.0,I C N PHARMACEUTICALS INC NEW
68340.0,VALEANT PHARMACEUTICALS INTL
68347.0,COMPAQ COMPUTER CORP
68348.0,SWEET N LEGAL USA INC
68348.0,S W L G CORP
68355.0,CONVEST ENERGY PARTNERS LTD
68355.0,CONVEST ENERGY CORP TX
68356.0,S Y S COMPUTER CORP
68363.0,CRYSTAL BRANDS INC
68364.0,SAATCHI & SAATCHI COMPANY PLC
68364.0,CORDIANT PLC
68364.0,CORDIANT COMMUNICATIONS GRP PLC
68371.0,DEVON RESOURCE INVS L P
68372.0,SABA OIL & GAS INC
68398.0,EDUCATIONAL COMPUTER CORP DE
68398.0,E C C INTERNATIONAL CORP
68399.0,SACOM
68400.0,ENERGY DEVELOPMENT PARTNERS LTD
68401.0,SADLIER WILLIAM H INC
68419.0,FIREMANS FD CORP
68419.0,FUND AMERICAN COS INC
68419.0,FUND AMERICAN ENTRPRS HLDGS INC
68419.0,WHITE MOUNTAINS INS GROUP INC
68420.0,SAFE FLIGHT INSTR CORP
68427.0,FIRST AUSTRALIA FD INC
68427.0,ABERDEEN AUSTRALIA EQUITY FD IN
68428.0,SAFECARD SERVICES INC
68428.0,IDEON GROUP INC
68435.0,FIRST CAPITAL HLDGS CORP
68444.0,SAFEGUARD AUTOMOTIVE CORP
68451.0,GENERAL MOTORS CORP
68452.0,SAFEGUARD HEALTH ENTERPRISES
68478.0,HALMI ROBERT INC
68479.0,SAFEGUARD PROTECTIVE SYS INC
68486.0,HEALTHCARE INTERNATIONAL INC
68487.0,SAFELITE INDUSTRIES INC
68494.0,INTERNATIONAL TECHNOLOGY CORP
68494.0,I T GROUP INC
68495.0,SAFETY RAILWAY SERVICE CORP
68495.0,SPINNAKER INDUSTRIES INC
68507.0,KENNER PARKER TOYS INC
68508.0,SAFRAN PRINTING CO
68515.0,LINCOLN N C RLTY FD INC
68515.0,NORTH AMERICAN TRUST INC
68516.0,SAGE ALLEN & CO INC
68523.0,AMERICAN PHOTOCOPY EQUIP CO
68523.0,APECO CORP
68523.0,LORI CORP
68523.0,COMFORCE CORP
68524.0,SAGE DRILLING INC
68531.0,MAGNET BANK FSB CHARLES WV
68532.0,SAGE INTERNATIONAL INC
68558.0,MCFADDIN VENTURES INC
68559.0,SAGE LABORATORIES INC
68566.0,MESA LTD PARTNERSHIP
68566.0,MESA INC
68567.0,HACIENDA RESORTS INC
68567.0,SAHARA RESORTS
68567.0,SAHARA GAMING CORP
68567.0,SANTA FE GAMING CORP
68574.0,METROPOLITAN FEDERAL S & L FARG
68574.0,METROPOLITAN FEDERAL FSB
68574.0,METROPOLITAN FINANCIAL CORP
68582.0,MORGAN KEEGAN & CO INC
68582.0,MORGAN KEEGAN INC
68583.0,SAINT HELENA GOLD MINES LTD
68590.0,NEW WORLD PICTURES LTD
68590.0,NEW WORLD ENTERTAINMENT LTD
68591.0,ST JUDE MEDICAL INC
68603.0,P L M FINANCIAL SVCS INC
68603.0,P L M COMPANIES INC
68603.0,TRANSCISCO INDUSTRIES INC
68604.0,ST LOUIS STEEL CASTING INC
68611.0,PANSOPHIC SYSTEMS INC
68612.0,ST LUCIE JUPITER DEV CORP
68638.0,PAULEY PETROLEUM INC
68638.0,HONDO OIL & GAS CO
68646.0,PRUDENTIAL REALTY TRUST
68647.0,SALEM CARPET MILLS INC
68654.0,PULLMAN TRANSN INC
68654.0,PULLMAN COMPANY
68654.0,PULLMAN PEABODY CO
68654.0,PULLMAN COMPANY DE NEW
68655.0,AMERICAN ARTS & CRAFT
68655.0,SALEM NATIONAL CORP
68662.0,RAYONIER TIMBERLANDS L P
68663.0,WALLS INDS INC
68663.0,SAMARNAN INVT CORP
68670.0,SANDY CORP
68671.0,SAMPSON CORP
68689.0,RID A BUG CO
68689.0,SPECTRUM GROUP INC
68690.0,SAMSONITE CORP
68697.0,SUN ENERGY PARTNERS L P
68698.0,SAN BAR CORP
68718.0,TOFU TIME INC NY
68718.0,TOFU TIME INC DE
68718.0,TOFUTTI BRANDS INC
68719.0,SAN DIEGO BANCORP
68726.0,TRAMMELL CROW REAL ESTATE INVS
68726.0,AMERICAN INDUSTRIAL PPTYS REIT
68726.0,AMERICAN INDUSTRIAL PPYS REIT N
68727.0,SAN FRANCISCO BANCORP
68734.0,VESTRON INC
68742.0,WALKER ENERGY PARTNERS
68742.0,TEXAS MERIDIAN RES LTD
68742.0,TEXAS MERIDIAN RESOURCES CORP
68742.0,MERIDIAN RESOURCE CORP
68743.0,SANDWICH CHEF
68743.0,WALL STREET DELI INC
68750.0,WEBB DEL E INVT PPTYS INC
68750.0,B B REAL ESTATE INVT CORP
68751.0,SANITARY CONTROLS INC
68769.0,WEDGESTONE REALTY INVESTORS TR
68769.0,WEDGESTONE FINANCIAL
68778.0,SANTA ANITA CONS INC
68785.0,WINN ENTERPRISES
68786.0,SANTA MONICA BANK CA
68793.0,WINTHROP INSURED MTG INVS II
68806.0,A S G INDUSTRIES INC
68806.0,A F G INDUSTRIES INC
68807.0,SANDERS R C TECHNOLOGY SYS INC
68807.0,SANTEC CORP
68814.0,ALPINE GEOPHYSICAL ASSOC INC
68814.0,ALPINE GEOPHYSICAL CORP
68814.0,ALPINE GROUP INC
68815.0,SANTOS LIMITED
68822.0,AMERICAN CAPITAL MGMT & RESH IN
68823.0,SANYO ELECTRIC CO LTD
68830.0,AUDIO VIDEO AFFILIATES INC
68830.0,REX STORES CORP
68830.0,REX AMERICAN RESOURCES CORP
68831.0,SARATOGA MINES INC
68849.0,BURGER KING INVS MASTER L P
68849.0,U S RESTAURANT PPTY MASTER L P
68849.0,U S RESTAURANTS PROPERTIES INC
68849.0,TRUSTREET PROPERTIES INC
68850.0,SASCO COSMETICS INC
68857.0,CABLEVISION SYSTEMS CORP
68858.0,SASLOW D L INC
68865.0,CANNON GROUP INC
68865.0,PATHE COMMUNICATIONS CORP
68866.0,SASOL LTD
68873.0,CARDIS CORP
68874.0,SATELCO INC
68881.0,CONSOLIDATED ENERGY PARTNERS L
68882.0,SATELLINK CORP
68902.0,DUKE REALTY INVESTMENTS INC
68903.0,SATELLITE INFORMATION SYS CO
68910.0,ENDEVCO INC
68910.0,CORNERSTONE NATURAL GAS INC
68929.0,GROWTH STOCK OUTLOOK TRUST INC
68929.0,ALLMON CHARLES TRUST INC
68929.0,LIBERTY ALL STAR GROWTH FD INC
68930.0,SATELLITE TELEPHONE & ASSD RES
68937.0,HERITAGE ENTERPRISES INC
68937.0,HERITAGE ENTERTAINMENT INC
68938.0,SAVANNAH FOODS & INDUSTRIES INC
68945.0,HUDSON FOODS INC
68946.0,SAVERS BANCORP INC
68946.0,UNITED SAVERS BANCORP INC
68946.0,DARTMOUTH BANCORP INC
68953.0,I R E FINANCIAL CORP
68953.0,BANKATLANTIC FINANCIAL CORP
68954.0,SAVERS FED SVGS & LN ASSN ARK
68954.0,SAVERS INC
68961.0,ITALY FUND INC
68962.0,SAVINGS BANK PUGET SOUND SEATTL
68988.0,KANEB ENERGY PARTNERS LTD
68996.0,KAPPA NETWORKS INC
68996.0,POLYPHASE CORP
68996.0,OVERHILL CORP
68996.0,TREECON RESOURCES INC
68997.0,SAXON OIL CO
68997.0,HALLWOOD ENERGY CORP
68997.0,HALLWOOD ENERGY COS
69008.0,KELLEY OIL & GAS PARTNERS LTD
69016.0,LANDMARK SAVINGS ASSN PITTSBURG
69017.0,SAXTON PRODUCTS INC
69024.0,TELEPICTURES CORP
69024.0,LORIMAR TELEPICTURES CORP
69025.0,SCAN DATA CORP
69032.0,MORGAN STANLEY GROUP INC
69032.0,MORGAN STANLEY DEAN WITTER D &
69032.0,MORGAN STANLEY DEAN WITTER & CO
69033.0,SCAN OPTICS INC
69040.0,P L M COMPANIES INC
69040.0,TRANSCISCO INDUSTRIES INC
69040.0,TRANSCISCO INDUSTRIES INC NEW
69041.0,SCAN-TRON CORP
69041.0,SCANTRON CORP
69059.0,PAINEWEBBER RESIDENTIAL RLTY
69059.0,COLUMBIA REAL ESTATE INVTS INC
69060.0,SCANFORMS INC
69067.0,PILGRIM REGIONAL BANK SHARES IN
69067.0,PILGRIM AMERICA BK & TRFT FD IN
69075.0,PRICE COMMUNICATIONS CORP
69076.0,SCHAAK ELECTRONICS INC
69083.0,ROTHSCHILD L F UNTERBERG TOBIN
69083.0,ROTHSCHILD L F HOLDGS INC
69084.0,SCHACHER GREENTREE & CO
69084.0,GREENTREE SOFTWARE INC
69091.0,ST JOE GOLD CORP
69092.0,SCHAGRINS INC
69104.0,SAMSON ENERGY CO LTD PARTNERSHI
69105.0,SCHEDULED SKYWAYS INC
69112.0,SANTA FE ENERGY PARTNERS L P
69120.0,SUNBELT NURSERY GROUP
69121.0,SCHERER R P CORP
69139.0,UNIVERSAL MATCHBOX GROUP LTD
69140.0,SCHERR TUMICO INC
69147.0,V M S HOTEL INVESTMENT TR
69147.0,V M S HOTEL INVESTMENT FUND
69147.0,BANYAN HOTEL INVESTMENT FUND
69148.0,SCHLANG & COMPANY INC
69155.0,ZENITH LABORATORIES INC
69156.0,SCHOLASTIC MAGAZINES INC
69156.0,SCHOLASTIC INC
69163.0,ALBERTO CULVER CO
69164.0,SCHOLL INC
69171.0,ALFIN FRAGRANCES INC
69171.0,ALFIN INC
69171.0,ADRIEN ARPEL INC
69172.0,SCHOTTENSTEIN STORES CORP
69198.0,AMERICAN CABLESYSTEMS CORP
69199.0,SCHULMAN A INC
69200.0,AMERICAN TECHNICAL CERAMICS COR
69201.0,SCHWARTZ BROTHERS INC
69219.0,ATALANTA SOSNOFF CAPITAL CORP
69220.0,SCI MED LIFE SYSTEMS INC
69227.0,BOOTH INC
69228.0,SCI PRO INC
69235.0,CALTON INC NEW
69236.0,SCI TECHNICS INC
69243.0,CENTERIOR ENERGY CORP
69244.0,SCIENCE DYNAMICS CORP
69251.0,CENTRAL FUND CANADA LTD
69252.0,SCIENTEX CORP
69278.0,CENTRUST SAVINGS BANK MIAMI FL
69279.0,SCIENTIFIC COMPUTERS INC
69279.0,SCICOM DATA SERVICES LTD
69286.0,CHAMBERS DEVELOPMENT INC
69287.0,SCIENTIFIC INC
69287.0,TRANSTECH INDUSTRIES INC
69294.0,CHAMBERS DEVELOPMENT INC
69295.0,SCIENTIFIC INDUSTRIES INC
69307.0,COMPUTRAC INC
69308.0,SCIENTIFIC LABS INC
69308.0,SCIENTIFCI LABS INC
69308.0,CANCER DIAGNOSTICS INC
69315.0,DE LAURENTIIS ENTMT GROUP INC
69316.0,SCIENTIFIC MICRO SYS INC
69323.0,DECISION DATA COMPUTER CORP
69323.0,DECISION INDUSTRIES CORP
69324.0,SCIENTIFIC RADIO SYS
69331.0,ELLSWORTH CONVERTIBLE GRW & INC
69331.0,ELLSWORTH FUND LTD
69331.0,ELLSWORTH GROWTH & INCOME FD LT
69332.0,SCIENTIFIC SOFTWARE CORP
69332.0,SCIENTIFIC SOFTWARE INTERCOMP
69358.0,ENVIRONMENTAL SYSTEMS CO
69359.0,SCIENTIFIC SYSTEM SERVICES INC
69366.0,FIRST AUSTRALIA PRIME INCOME FD
69366.0,ABERDEEN ASIA PACIFIC INCOME FD
69374.0,FIRST CENTRAL FINANCIAL CORP
69382.0,FIRST FINANCIAL FUND INC
69382.0,FIRST OPPORTUNITY FUND INC
69383.0,SCOPAS TECHNOLOGY INC
69390.0,FRANCE FUND INC
69391.0,SCOPE INC
69403.0,FREEPORT MCMORAN RESOURCE PTNR
69403.0,PHOSPHATE RESOURCE PARTNERS L P
69404.0,SCORE EXPLORATION CORP
69411.0,GOTTSCHALKS INC
69438.0,GOULD INVESTORS L P
69439.0,SCOTT CABLE COMMUNICATION
69446.0,GRANGES EXPLORATION LTD
69446.0,GRANGES INC
69446.0,GRANGES INC NEW
69446.0,VISTA GOLD CORP
69447.0,SCOTT INSTRUMENTS CORP
69447.0,VOICE CONTROL SYSTEMS INC DEL
69454.0,GUILD MORTGAGE INVESTMENTS INC
69455.0,SCOTT SCIENCE & TECHNOLOGY
69462.0,HEALTHVEST
69462.0,HEALTHCARE AMERICA INC
69463.0,COMMERCIAL RES CORP
69463.0,SCOTTI COMMERCIAL CORP
69470.0,HEALTH MANAGEMENT ASSOC INC
69471.0,SCOTTS LIQUID GOLD INC
69489.0,HOME SHOPPING NETWORK INC
69497.0,LA JOLLA BANCORP
69518.0,LINCOLN NATIONAL CONV SECS FD I
69519.0,SCRIPPS HOWARD BROADCASTING CO
69526.0,M A I BASIC FOUR INC
69526.0,M A I SYSTEMS CORP
69527.0,SCRIPTO INC
69534.0,MAUNA LOA MACADAMIA PARTNERS LP
69534.0,M L MACADAMIA ORCHARDS LP
69535.0,SCRIPTOMATIC INC
69542.0,AUTOMATED MEDICAL LABS
69542.0,MEDICORE INC
69543.0,SEA GALLEY STORES INC
69550.0,MYLAN LABS INC
69550.0,MYLAN INC
69550.0,MYLAN N V
69551.0,SEA PINES CO
69569.0,N V HOMES L P
69569.0,N V RYAN L P
69569.0,N V R L P
69570.0,SEA WORLD INC
69585.0,NEWMONT GOLD CO
69586.0,SEACOAST BANKING CORP FLA
69593.0,NEWS CORP LTD
69594.0,CARMINE FOODS INC
69594.0,SEAFOOD HOLDING CORP
69606.0,NORSK HYDRO A S
69607.0,SEAGATE TECHNOLOGY INC
69614.0,NORTHEASTERN MORTGAGE INC
69622.0,P S E INC
69623.0,SEAHAWK OIL INTL INC
69623.0,SEAHAWK CAPITAL CORP
69630.0,PANNILL KNITTING INC
69631.0,SEAL FLEET INC
69649.0,R J FINANCIAL CO
69649.0,RAYMOND JAMES FINANCIAL INC
69650.0,N A C INC
69650.0,SEAL INC
69657.0,REGIONAL FINANCIAL SHS IN FD IN
69658.0,SEARCH INVESTMENTS CORP
69665.0,RESIDENTIAL MORTGAGE INVTS INC
69666.0,SEARCH NATURAL RESOURCES INC
69673.0,RODMAN & RENSHAW CAP GROUP INC
69674.0,SEATTLE TRUST & SAVINGS BANK WA
69681.0,SCANDINAVIA FD INC
69681.0,SCANDINAVIA INC
69681.0,XCELERA COM INC
69681.0,XCELERA INC
69682.0,SEAWAY FOOD TOWN INC
69702.0,SOUTHWEST REALTY LTD
69702.0,SOUTHWESTERN PROPERTY TRUST INC
69702.0,SOUTH WEST PROPERTY TRUST INC
69703.0,SECOND NATIONAL BLDG & LN INC
69703.0,SECOND NATIONAL FEDERAL SVGS BK
69703.0,SECOND NATIONAL BANCORPORATION
69710.0,SATELLITE SYNDICATED SYSTEMS IN
69710.0,TEMPO ENTERPRISES INC
69711.0,SECOND NATIONAL CORP
69729.0,UNITED ARTISTS CORP NEW
69729.0,M G M U A COMMMUNICATIONS
69730.0,SECOND NEW HAVEN BANK CN
69737.0,VANGUARD TECHNOLOGIES INTL INC
69738.0,SECURITY AMERICA CORP
69745.0,YORK INTERNATIONAL CORP
69746.0,SECURITY AMERICA LIFE INS CO
69754.0,SECURITY AMERICA FINL ENTPRSES
69761.0,BARCLAYS PLC
69762.0,SECURITY BANCORP INC DE
69762.0,SECURITY BANCORP INC MI
69788.0,C R I INSURED MTG INVS II INC
69789.0,SECURITY CONNECTICUT LIFE INS C
69796.0,CANANDAIGUA WINE INC
69796.0,CANANDAIGUA BRANDS INC
69796.0,CANANDAIGUA BRANDS
69796.0,CONSTELLATION BRANDS INC
69797.0,SECURITY CORP
69809.0,CHAUS BERNARD INC
69810.0,SECURITY FINANCE CORP SPARTNBUR
69818.0,SECURITY LIFE & ACC CO
69825.0,COMMTRON CORP
69826.0,SECURITY LIFE INS CO GA
69834.0,SECURITY NATIONAL BK HMPSTEAD N
69842.0,SECURITY NY STATE CORP
69868.0,CONSTON CORP
69877.0,SECURITY TAG SYS INC
69884.0,DECISION CAP FD INC
69884.0,HOPPER SOLIDAY CORP
69885.0,SEEQ TECHNOLOGY INC CA
69885.0,SEEQ TECHNOLOGY INC DE
69892.0,DICKENSON MINES LTD
69892.0,GOLDCORP INC NEW
69893.0,SEGA ENTERPRISES INC
69905.0,DICKENSON MINES LTD
69905.0,GOLDCORP INC NEW
69906.0,SEIBELS BRUCE GROUP INC
