idx,name,permno,comnam
1082254,ANACONDA AMEREICAN BRASS COMPA,10495.0,ANACONDA CO
1082381,SABINE PLASTICS INC,50104.0,SABINE CORP
1082405,GILLETTE FRANCE,16424.0,GILLETTE CO
1082569,JOHNSON & QUIN INC,22111.0,JOHNSON & JOHNSON
1082741,ENVIRONMENTAL CORP,78883.0,E V ENVIRONMENTAL INC
1082805,STP CORP,47458.0,S T P CORP
1082820,NEWELL G,60986.0,NEWELL COMPANY
1082826,RICHFIELD CO,16635.0,RICHFIELD OIL CO CALIF
1082826,RICHFIELD CO,20829.0,RICHFIELD OIL CORP
1082905,GEN KINETICS INC,38790.0,GEOKINETICS INC
1083056,LEA RONAF INC,50462.0,LEA RONAL INC
1083068,WRIGHT MACHINERY COMPANY INC,83644.0,WRIGHT MACHINERY INC
1083148,MENASCO MANUFACTURING COMPANY,34083.0,MENASCO MANUFACTURING CO
1083153,ENSERCH CORP,25056.0,ENSERCH CORP
1083153,ENSERCH CORP,67491.0,ENSERCH EXPLORATION INC
1083203,EUROPA GROUP INC,75781.0,EUROPA CRUISES CORP
1083258,MATTHEWS MACHINE COMPANY INC,80759.0,MATTHEWS INTERNATIONAL CORP
1083283,NUCLEAR SERVICES CORP,64902.0,NUCLEAR SVCS CORP
1083328,BARKER INTERNATIONAL INC,16838.0,BARKER BROS CORP
1083328,BARKER INTERNATIONAL INC,28134.0,BAKER INTERNATIONAL CORP
1083397,IMOCO GATEWAY CORP,47407.0,IMOCO GATEWAY CORP
1083408,PORTA PRO INC,63643.0,PORTA PRO INC
1083493,DONALD ENTERPRISES INC,30489.0,DONALD CORP
1083494,SCIENT TECH INC,86928.0,SCIENT CORP
1083494,SCIENT TECH INC,89212.0,SCIENT INC
1083608,BELVEDERE COMPANY INC,71554.0,BELVEDERE CORP
1083650,MOLDEX INC,54827.0,MOLEX INC
1083650,MOLDEX INC,76234.0,MOLEX INC
1083660,WALTER KIDDE AND COMPANY INC,33363.0,KIDDE WALTER & CO INC
1083735,CACTUS TECHNOLOGY CORP,17281.0,CACTUS INC
1083767,JORGENSEN EARLE M CO,27377.0,JORGENSEN EARLE M CO
1083767,JORGENSEN EARLE M CO,27377.0,JORGENSEN EARLE M CO DE
1083767,JORGENSEN EARLE M CO,90650.0,JORGENSEN EARLE M CO DE NEW
1083800,ANGLO MINERAL RESOURCES INC,29102.0,ANGLO LTD
1083991,HUB CITY IRON WORKS INC,83272.0,HUB GROUP INC
1084132,TFS INC,91968.0,TFS FINANCIAL CORP
1084147,POSTRON CORP,80017.0,POSITRON CORP
1084160,ERO CON INC,77503.0,E R O INC
1084182,DIGITEXT INC,10070.0,DIGITEXT INC
1084209,ACUSHNET LTD,10728.0,ACUSHNET CO
1084209,ACUSHNET LTD,16434.0,ACUSHNET HOLDINGS CORP
1084337,ELECTRONIC RESEARCH GROUP INC,31608.0,ELECTRONIC RESEARCH ASSOC INC
1084424,KAUFMANN GMBH,16993.0,KAUFMANN DEPT STORES INC
1084451,MAXIM MARKETING INC,79713.0,MAXIM GROUP INC
1084486,CROSBY CO,87071.0,CROSBY PHILIP ASSOC INC
1084555,IMTEC PRODUCTS INC,10142.0,IMTEC INC
1084559,PROCYTE CORP INC,75859.0,PROCYTE CORP
1084578,BIOWHITTAKER INC,77161.0,BIOWHITTAKER INC
1084675,OMEGA OPTICAL INC,59652.0,OMEGA OPTICAL INC
1084680,ADAPTIVE SOLUTIONS INC,79787.0,ADAPTIVE SOLUTIONS INC
1084688,THOMPSON INTERNATIONAL INC,76065.0,THOMPSON INTERNATIONAL CORP
1084746,MIKROS SYSTEMS CORP,54042.0,MIKROS SYSTEMS CORP
1084786,CAMCO INTERNATIONA INC,80074.0,CAMCO INTERNATIONAL INC
1084829,ALL STATES INC,79323.0,ALLSTATE CORP
1084858,LARSEN PRODUCTS INC,48734.0,LARSEN COMPANY
1084972,ALBAR INC,78866.0,ALBARA CORP
1084989,EAGLE PICHER IND GMBH,21872.0,EAGLE PICHER CO
1085048,AMERI PHONE INC,82215.0,AMERI HOLDINGS INC
1085066,LANIER WORLDWIDE INC,87440.0,LANIER WORLDWIDE INC
1085073,ROADRUNNER TECHNOLOGY INC,10589.0,ROADRUNNER ENTERPRISES INC
1085076,SEAREX INC,70042.0,SEPAREX CORP
1085085,RAYTHEON ENGINEERS & CONSTRUCT,85658.0,RAYTHEON CO
1085126,HEALTHDYNE TECHNOLOGIES INC,41356.0,HEALTHDYNE INC
1085126,HEALTHDYNE TECHNOLOGIES INC,79269.0,HEALTHDYNE TECHNOLOGIES INC
1085133,BRUKER DALTRONICS INC,88504.0,BRUKER CORP
1085133,BRUKER DALTRONICS INC,88504.0,BRUKER DALTONICS INC
1085139,OAKWOOD HOMES CORP,58026.0,OAKWOOD HOMES CORP
1085181,ELECTROCOM AUTOMATION,77303.0,ELECTROCOM AUTOMATION INC
1085187,TELCOM SEMICONDUCTOR INC,81903.0,TELCOM SEMICONDUCTOR INC
1085211,HYDROGEN BURNER TECHN INC,91903.0,HYDROGEN CORP
1085243,BOEING NORTHAMERICAN INC,19561.0,BOEING CO
1085277,COOL GUYZ INC,90207.0,COOL HOLDINGS INC
1085289,AMATI COMM CORP,43474.0,AMATI COMMUNICATIONS CORP
1085309,NEXT LEVEL COMMUNICATIONS L L,87455.0,NEXT LEVEL COMMUNICATIONS INC
1085335,SIGMATEL,89835.0,SIGMATEL INC
1085348,VISTEON TECHNOLOGIES INC,88319.0,VISTEON CORP
1085385,TRICORD SYSTEMS INC,79016.0,TRICORD SYSTEMS INC
1085398,FREDERICKS CO,48020.0,FREDERICKS HOLLYWOOD GROUP INC
1085398,FREDERICKS CO,63597.0,FREDERICKS HOLLYWOOD INC
1085408,ROHM CO,23990.0,ROHM & HAAS CO
1085415,STERIS EUROP INC,77649.0,STERIS CORP
1085419,JONES SODA CO,90972.0,JONES SODA CO
1085422,OPTIUM INC,59847.0,OPTIMUM HOLDING CORP
1085422,OPTIUM INC,91504.0,OPTIUM CORP
1085423,IMAGEX COM INC,87195.0,IMAGEX COM INC
1085423,IMAGEX COM INC,87195.0,IMAGEX INC
1085437,STOCKERYALE CANADA INC,82846.0,STOCKERYALE INC
1085457,AZTECH PARTNERS INC,16142.0,AZTECH INTERNATIONAL LTD
1085460,BIOMET ROSS INC,18092.0,BIOMET INC
1085479,CATTLEMAN S RESOURCE INC,79814.0,CATTLEMANS INC
1085556,ANOSYS INC,83621.0,ANSYS INC
1085586,JEWEL KARATI INC,12626.0,JEWEL COMPANIES INC
1085770,ENERGENX INC,26470.0,ENERGEN CORP
1085830,MASCON INC,34032.0,MASCO CORP
1085840,AVAGO TECHNOLOGIES IMAGING IP,93002.0,AVAGO TECHNOLOGIES LTD
1085882,COOL FRONT INC,90207.0,COOL HOLDINGS INC
1085928,SECUREWORKS INC,16020.0,SECUREWORKS CORP
1085968,DYNATEC CORP,31107.0,DYNATECH CORP
1085968,DYNATEC CORP,87434.0,DYNATEC INTERNATIONAL INC
1085972,STARENT NETWORKS CORP,92104.0,STARENT NETWORKS CORP
1085997,SUN LITE SOCKETRS INDUSTRY INC,73497.0,SUNLITE INC
1086005,SYMINGTON STEPHEN,14699.0,SYMINGTON CO
1086034,METALS RECOVERY TECHNOLOGY INC,76442.0,METAL RECOVERY TECHNOLOGIES INC
1086035,TRIGEN GMBH,80789.0,TRIGEN ENERGY CORP
1086126,PALOMAR TECHNOLOGY LLC,78193.0,PALOMAR MEDICAL TECHNOLOGIES IN
1086186,CORPORATE EXPRESS US INC,80925.0,CORPORATE EXPRESS INC
1086193,CONTROLS GROUP INC,46199.0,INTERNATIONAL CONTROLS CORP
1086276,ORANGE GROUP INC,58077.0,ORANGE CO INC
1086306,Crane Merchandising Systems,20204.0,CRANE CO
1086330,JOHNSON & JOHNSON IND LTDA,22111.0,JOHNSON & JOHNSON
1086336,WESTERN UNION FINANCIAL SERVICES INC,15325.0,WESTERN UNION CORP
1086336,WESTERN UNION FINANCIAL SERVICES INC,91461.0,WESTERN UNION CO
1086355,NORTHROP GRUMMAN INFORMATION TECHNOLOGY INC,24766.0,NORTHROP CORP
1086355,NORTHROP GRUMMAN INFORMATION TECHNOLOGY INC,24766.0,NORTHROP GRUMMAN CORP
1087147,Chester Holdings LLC,76881.0,CHESTER HOLDINGS LTD
1087645,ANGELICA THERAPEUTICS INC,45583.0,ANGELICA CORP
1088183,HILLSHIRE BRANDS COMPANY,22840.0,HILLSHIRE BRANDS CO
1088463,MCCARTHY MARK W,52063.0,MCCARTHY COMPANY
1088846,CORNELIUS RICHARD G,58835.0,CORNELIUS COMPANY
1088863,INTERPHASE CORP,45560.0,INTERPHASE CORP
1089010,GILCHRIST EDGAR S,32248.0,GILCHRIST CO
1089148,GEOEYE SOLUTIONS INC,91465.0,GEOEYE INC
1089262,BORDEN RICHARD M,16571.0,BORDEN CO
1089272,STRATTON ALAN K,39060.0,STRATTON GROUP LTD
1089322,Synchronoss Technologies,91366.0,SYNCHRONOSS TECHNOLOGIES INC
1090239,MASCO BATH CORP,34032.0,MASCO CORP
1091004,Philips 66 Company,13356.0,PHILLIPS 66
1091146,LARSEN BENT JUUL,48734.0,LARSEN COMPANY
1091178,SEMTECH CANADA CORP,50948.0,SEMTECH CORP
1091377,FLEISCHMANN STEVE G,14533.0,FLEISCHMANN CO
1091458,ROLLS ROYCE NORTH AMERICAN TECHNOLOIES INC,36011.0,ROLLS ROYCE LTD
1091552,MCCARTHY MATTHEW A,52063.0,MCCARTHY COMPANY
1091638,TELEDYNE DALSA SEMICONDUCTOR INC,43123.0,TELEDYNE INC
1092322,DISCOVERY COMMUNICATIONS LLC,90805.0,DISCOVERY COMMUNICATIONS INC
1092459,COMFORT COMPANIES INC,85059.0,COMFORT SYSTEMS USA INC
1092552,ZERO RPM INC,43537.0,ZERO CORP
1093035,OIL-DRI CORP OF AMERICA,59185.0,OIL DRI CORP OF AMERICA
1093084,PERVASIVE SOFTWARE,85395.0,PERVASIVE SOFTWARE INC
1093472,HOMEAWAY INC,12882.0,HOMEAWAY INC
1093975,PERVASIVE GROUP INC,85395.0,PERVASIVE SOFTWARE INC
1094031,ALTIA INC,13901.0,ALTRIA GROUP INC
1094065,SNAP INTERACTIVE INC,16595.0,SNAP INC
1094299,ARAMARK UNIFORM & CAREER APPAREL GROUP INC,14329.0,ARAMARK
1094299,ARAMARK UNIFORM & CAREER APPAREL GROUP INC,14329.0,ARAMARK HOLDINGS CORP
1094664,EIDOS THERAPEUTICS INC,17878.0,EIDOS THERAPEUTICS INC
1094670,CATERPILLIAR INC,18542.0,CATERPILLAR INC
1094691,IMMUCOR GTI DIAGNOSTICS INC,88867.0,IMMUCOR INC
1094692,IMMUCOR INC,88867.0,IMMUCOR INC
1094693,KAMAN PREC PRODUCTS INC,47002.0,KAMAN CORP
1094695,RADIANS INC,78038.0,RADIAN GROUP INC
1094903,AMERICAN METAL CASKET COMPANY,10161.0,AMERICAN METAL LTD
1095139,PEAVEY WILLIAM S,62658.0,PEAVEY COMPANY
1095450,YANKEE NOVELTY COMPANY,63079.0,YANKEE COMPANIES
1095643,WEATHERHEAD CHARLES B,47933.0,WEATHERHEAD COMPANY
1095644,WEATHERHEAD ANNA L,47933.0,WEATHERHEAD COMPANY
1095763,AMERICAN METAL DOOR,10161.0,AMERICAN METAL LTD
1095963,STRATTON EDWARD S,39060.0,STRATTON GROUP LTD
1096311,HOOVER AUX Y SPRING COMPANY,42471.0,HOOVER COMPANY
1096325,BEARD HERBERT A,63466.0,BEARD COMPANY
1097279,LARSEN LARS S,48734.0,LARSEN COMPANY
1097413,RELIANCE TRUST COMPANY,15086.0,RELIANCE ENTERPRISES
1097452,MARKEL LIGHTING FITMENTS INC,10933.0,MARKEL CORP
1097535,EUREKA PNEUMATIC SPRAY CO INC,31739.0,EUREKA CORP
1097980,GINN AND COMPANY,27916.0,GINN & CO
1097980,GINN AND COMPANY,50578.0,GINN M S & CO
1097986,DIVCO DETROIT CORP,23456.0,DIVCO CORP
1098106,LAW COMPANY INC,90788.0,LAW ENFORCEMENT ASSOCIATES CORP
1098113,FOSTER WHEEL CORP,18112.0,FOSTER WHEELER CORP
1098227,LEHN & FINK INC,12829.0,LEHN & FINK PRODS CORP
1098350,BAKER AND COMPANY INC,10325.0,BAKER J INC
1098350,BAKER AND COMPANY INC,28134.0,BAKER INTERNATIONAL CORP
1098385,BAIRD WARNER INC,16361.0,BAIRD CORP
1098507,PRO PHY LAE TIC BRUSH COMPANY,16037.0,PRO PHY LAC TIC BRUSH CO
1098576,VENTRITE INC,77277.0,VENTRITEX INC
1098700,ANN ARBOR,10508.0,ANN ARBOR RR CO
1098730,TIMKEN DETROLT AXLE COMPANY,14795.0,TIMKEN COMPANY
1098730,TIMKEN DETROLT AXLE COMPANY,17654.0,TIMKEN DETROIT AXLE CO
1098803,TOWMOTOR CO,41654.0,TOWMOTOR CORP
1098967,HSB CORP,41100.0,H S B GROUP INC
1098995,KIRSCH FRANK K,48311.0,KIRSCH COMPANY
1099014,TRANSUE,14840.0,TRANSUE & WILLIAMS STL FORGING
1099086,STEPHAN CORP,84911.0,STEPHAN CO
1099149,ELLIOTT & SONS LTD,23747.0,ELLIOTT CO
1099473,OLIN MATHIASON CHEMICAL CORP,13610.0,OLIN CORP
1099473,OLIN MATHIASON CHEMICAL CORP,13610.0,OLIN MATHIESON CHEM CORP
1099563,ALLEGHENY LUDLUM STCEL CORP,18817.0,ALLEGHENY LUDLUM STL CORP
1099563,ALLEGHENY LUDLUM STCEL CORP,75002.0,ALLEGHENY LUDLUM CORP
1099583,TEMCO AIRCRAFT CORP,25507.0,TEMCO AIRCRAFT CORP
1099605,FIVE STAR COMPANY INC,36653.0,FIVE STAR ENERGY CORP
1099605,FIVE STAR COMPANY INC,89252.0,FIVE STAR QUALITY CARE INC
1099605,FIVE STAR COMPANY INC,89252.0,FIVE STAR SENIOR LIVING INC
1099664,HOFFMAN ELECTRICS CORP,25398.0,HOFFMAN ELECTRONICS CORP
1099739,HEWLETTPACKARD COMPANY,15707.0,HEWLETT PACKARD ENTERPRISE CO
1099739,HEWLETTPACKARD COMPANY,27828.0,HEWLETT PACKARD CO
1099782,POLARAD ELECTRICS CORP,35449.0,POLARAD ELECTRONICS CORP
1099838,GUNTHER KARNATH,80038.0,GUNTHER INTERNATIONAL LTD
1099890,TARGET MACHINES INC,49154.0,TARGET CORP
1100033,PROPHET CHARLOTTE M,35609.0,PROPHET COMPANY
1100065,TRIMBLE PRODUCTS INC,76230.0,TRIMBLE INC
1100091,MARVEL OIL COMPANY INC,81293.0,MARVEL ENTERPRISES INC
1100147,RIPLEY COMPANY INC,66991.0,RIPLEY INC
1100175,BORDEN LAB,16571.0,BORDEN CO
1100198,COPRODUCTS CORP,85645.0,CORN PRODUCTS INTERNATIONAL INC
1100204,WARWICK ELETRONICS INC,76057.0,WARWICK ELECTRONICS INC
1100284,CANADA BREAD COMPANY LTD,30170.0,CANADA BREAD LTD
1100288,COMPUDYNE CORP,30744.0,COMPUDYNE CORP
1100293,AMROL INC,78951.0,AMTROL INC
1100409,BROWNING JAMES S,19554.0,BROWNING
1100441,IMC MAGNETIES CORP,33048.0,I M C MAGNETICS CORP
1100462,INDUSTRIAL RES PROD INC,44039.0,INDUSTRIAL RES INC
1100471,BERG EQUIPMENT CORP,54519.0,BERG ENTERPRISES INC
1100500,MARVEL SPECIALTY CO INC,81293.0,MARVEL ENTERPRISES INC
1100616,COPE TYPESETTING SERVICE INC,87594.0,COPE INC
1100660,GIORGIO CORP DI,27350.0,DI GIORGIO CORP
1100720,CERBCO INC,22382.0,CERBCO INC
1100729,WILLIAMS BROTHERS PIPE LINE CO,38156.0,WILLIAMS BROTHERS CO
1100877,SYNALLOY CORP,43334.0,SYNALLOY CORP
1100931,AMPCO PITSBURGH CORP,18075.0,AMPCO PITTSBURGH CORP
1100983,KLEIN S,33486.0,KLEIN S DEPT STORES
1101015,BERGER H,49438.0,BERGER HOLDINGS LTD
1101016,BERGER H W,49438.0,BERGER HOLDINGS LTD
1101055,WEST CHEM PROD INC,37970.0,WEST CHEMICAL PRODUCTS INC
1101155,POWERS REGULATORS COMPANY,63731.0,POWERS REGULATOR CO
1101254,SCRIPPS CO E W,11936.0,SCRIPPS E W CO
1101254,SCRIPPS CO E W,84176.0,E W SCRIPPS COMPANY
1101385,GOULD INC ELECTRIC FUSE DIVISI,22568.0,GOULD INC
1101386,AUDIOTRONICS CORP,59846.0,AUDIOTRONICS CORP
1101391,RIVERSIDE PRESS,67097.0,RIVERSIDE PRESS INC
1101446,DETROIT GASKET COMPANY,31210.0,DETROIT GASKET & MFG CO
1101447,HAWKINS MFG INC,41241.0,HAWKINS INC
1101458,HANSEN MANUFACTURING COMPANY I,40943.0,HANSEN MANUFACTURING CO
1101478,DIXILYN INTERNATIONAL INC,39052.0,DIXILYN CORP
1101538,VARILITE CORP,85478.0,VARI LITE INTERNATIONAL INC
1101540,APECO CORP,14510.0,APEXCO INC
1101540,APECO CORP,68523.0,APECO CORP
1101597,FAIRWAY TRADING INC,13874.0,FAIRWAY GROUP HOLDINGS CORP
1101693,CRANE LTD,20204.0,CRANE CO
1101693,CRANE LTD,30074.0,CRANE CARRIER INDS INC
1101723,HEALTHCO INC,83870.0,HEALTHCOR HOLDINGS INC
1101723,HEALTHCO INC,88613.0,HEALTHCO INTERNATIONAL INC
1101746,DYNA TECH CORP,75704.0,DYNA GROUP INTERNATIONAL INC
1101756,ACME WIRE PRODUCTS CORP,28708.0,ACME WIRE CO
1101776,COMMUNICATIONS SATELITE CORP,41064.0,COMMUNICATIONS SATELLITE CORP
1101819,BDM CORP,63896.0,B D M INTERNATIONAL INC
1101988,MAGNETIC INFORMATION TECHNOLOG,50922.0,MAGNETIC INFORMATION TECHNOLGY
1102007,ROWAN CORP,45495.0,ROWAN COMPANIES INC
1102007,ROWAN CORP,67724.0,ROWAN INDUSTRIES INC
1102011,REUTER INC,10756.0,REUTER LABORATORIES INC
1102011,REUTER INC,66705.0,REUTER INC
1102024,IMMUNICON INC,90128.0,IMMUNICON CORP DEL
1102107,WAVETEK ROCKLAND SCIENT INC,81745.0,WAVETEK CORP
1102119,PROVINCIAL HOLDINGS LTD,64574.0,PROVINCIAL HOUSE INC
1102199,PLASTI LINE INC,10214.0,PLASTI LINE INC
1102199,PLASTI LINE INC,63336.0,PLASTILINE INC
1102218,PRIAM DELAWARE CORP,64048.0,PRIAM CORP
1102395,VISIC INC,91175.0,VISICU INC
1102499,CROMPTON LTD,38420.0,CROMPTON CORP
1102499,CROMPTON LTD,38420.0,CROMPTON & KNOWLES CORP
1102499,CROMPTON LTD,47634.0,CROMPTON INC
1102571,PACIFIC RESOURCE RECOVERY CORP,65701.0,PACIFIC RESOURCES INC HI
1102610,WETTERAU INC,82705.0,WETTERAU FOODS INC
1102610,WETTERAU INC,82705.0,WETTERAU INC
1102838,ARIEL ELECTRONICS INC,81196.0,ARIEL CORP
1102861,IRONICS INC,57066.0,IONICS INC
1102912,HOOVER AUSTRALIA PTY LIMITED,42471.0,HOOVER COMPANY
1102971,ROHM,23990.0,ROHM & HAAS CO
1103074,LINK BELT CONSTRUCTION EQUIP C,17451.0,LINK BELT CO
1103080,OPTIMUM APPLIED SYSTEMS INC,59847.0,OPTIMUM HOLDING CORP
1103187,ORAVAX INC,81733.0,ORAVAX INC
1103194,QUIXOTE ASSOCIATES INC,65163.0,QUIXOTE CORP
1103202,CELLCOR INC,77407.0,CELLCOR INC
1103202,CELLCOR INC,86466.0,CELCOR INC
1103206,CORETECH INC,78846.0,CORTECH INC
1103260,SUNTEC CORP,73569.0,SUNTEC SYSTEMS INC
1103290,ITEX INC,80455.0,ITEX CORP
1103305,RASTER GRAPHICS INC,83899.0,RASTER GRAPHICS INC
1103315,LEVEL ONE COMMUNICATION INC,79503.0,LEVEL ONE COMMUNICATIONS INC
1103320,MONACO LLC,76547.0,MONACO FINANCE INC
1103320,MONACO LLC,79607.0,MONACO COACH CORP
1103348,PLATINUM TECHNOLOGY,76620.0,PLATINUM TECHNOLOGY INC
1103348,PLATINUM TECHNOLOGY,76620.0,PLATINUM TECHNOLOGY INTL INC
1103423,TOPAZ TECH INC,63028.0,TOPAZ INC
1103423,TOPAZ TECH INC,89345.0,TOPAZ GROUP INC
1103433,LORAL CYBERSTAR INC,33785.0,LORAL CORP
1103442,NIM COR INC,48274.0,NICOR INC
1103475,NATURAL MICROSYSTEMS CORP,80257.0,NATURAL MICROSYSTEMS CORP
1103483,UNTED TECHNOLOGIES CORP,17830.0,UNITED TECHNOLOGIES CORP
1103502,SILICON GENERAL CORP,70616.0,SILICON GENERAL INC
1103510,CERULEAN,14591.0,CERULEAN PHARMA INC
1103521,SHAKESPEARE CONDUCTIVE FIBERS,54367.0,SHAKESPEARE COMPANY
1103551,NORTHTROP GRUMMAN CORP,24766.0,NORTHROP GRUMMAN CORP
1103563,HEARME,86860.0,HEARME
1103563,HEARME,86860.0,HEARME INC
1103578,MARIMBA INC,86836.0,MARIMBA INC
1103681,MINUTE MAN ANCHORS INC,11194.0,MINUTEMAN INTERNATIONAL INC
1103699,KADANT FIBERGEN INC,78077.0,KADANT INC
1103713,AGENCY COM LTD,87473.0,AGENCY COM LTD
1103719,B E MEYERS & CO INC,87101.0,BE INC
1103744,AR INTERNATIONAL INC,14992.0,A R CAPITAL ACQUISITION CORP
1103746,RILEY BELOIT CORP,48442.0,RILEY COMPANY
1103876,ANDRX CORP INC,83615.0,ANDRX CORP
1103876,ANDRX CORP INC,83615.0,ANDRX CORP ANDRX GROUP
1103876,ANDRX CORP INC,88655.0,ANDRX CORP CYBEAR GROUP
1103920,B LOC CORP,11233.0,BLOC DEVELOPMENT CORP
1103920,B LOC CORP,11233.0,BLOC DEVELOPMENT TECHS INC
1103925,PERSISTENCE SOFTWARE INC,86991.0,PERSISTENCE SOFTWARE INC
1103944,POSEIDON,11640.0,POSEIDON POOLS OF AMERICA INC
1103967,TALON INNOVATIONS INC,37145.0,TALON INC
1103967,TALON INNOVATIONS INC,39028.0,TALON INC
1103967,TALON INNOVATIONS INC,85776.0,TALON INTERNATIONAL INC
1103969,TRI D SYSTEMS INC,12273.0,TRI R SYSTEMS CORP
1103986,MONSANTO TECHNOLGY L L C,18382.0,MONSANTO CO
1104047,PHOTON CONTROL INC,62763.0,PHOTO CONTROL CORP
1104195,CARDICAN INC,91088.0,CARDICA INC
1104259,ERA SYSTEMS INC,13743.0,E R A GROUP INC
1104279,INTERGRATED DEVICE TECHNOLOGY,44506.0,INTEGRATED DEVICE TECHNOLOGY
1104358,MCCARTHY WALTON W,52063.0,MCCARTHY COMPANY
1104372,CRANE CANADA CO,20204.0,CRANE CO
1104383,MATERIAL SCIENCE CORP,67002.0,MATERIAL SCIENCES CORP
1104384,FREEPORT MCMORAN COPPER & GOLD,75294.0,FREEPORT MCMORAN COPPER & GOLD
1104426,IDERA PHARMACEUTIALS INC,82824.0,IDERA PHARMACEUTICALS INC
1104484,INTELLIGENT SYSTEMS INC,44600.0,INTELLIGENT SYSTEMS CORP
1104519,NEWELL WINDOW FURNISHING INC,60986.0,NEWELL COMPANIES INC
1104519,NEWELL WINDOW FURNISHING INC,60986.0,NEWELL COMPANY
1104659,LARSEN CARSTEN GERNER,48734.0,LARSEN COMPANY
1105359,ICONTROL INC,80934.0,INCONTROL INC
1105383,HOUSEVALUES INC,90489.0,HOUSEVALUES INC
1105689,PRESLEY MATTHEW T,53153.0,PRESLEY COMPANIES
1106373,STRATTON SHANE,39060.0,STRATTON GROUP LTD
1106431,MCDONOUGH PATRICK M,49162.0,MCDONOUGH COMPANY
1106583,NETWORK SOLUTIONS INC,79101.0,NETWORK SOLUTIONS INC
1106583,NETWORK SOLUTIONS INC,85385.0,NETWORK SOLUTIONS INC DE
1106819,VARIAN MEDICAL SYSTEMS UK LTD,27043.0,VARIAN MEDICAL SYSTEMS INC
1107382,CROWN CRAFTS INFANT PRODUCTS INC,59256.0,CROWN CRAFTS INC
1107710,GEHL JOHN MARTIN,75861.0,GEHL COMPANY
1108037,CENTRAL CORP,77615.0,CENTRAL CORP
1108596,AWARE SOFTWARE INC,83844.0,AWARE INC
1109019,THOMAS & BETTS LLC,38578.0,THOMAS & BETTS CORP
1109808,C H ROBINSON WORLDWIDE INC,85459.0,CH ROBINSON WORLDWIDE INC
1109858,L 1 IDENTITY SOLUTIONS INC,84280.0,L 1 IDENTITY SOLUTIONS INC
1109866,SANO INTELLIGENCE INC,82610.0,SANO CORP
1109885,LAWTER INC,59053.0,LAWTER CHEMICALS INC
1109885,LAWTER INC,59053.0,LAWTER INTERNATIONAL INC
1109947,CLARCOR AIR FILTRATION PRODUCTION INC,23975.0,CLARCOR INC
1110416,KEVLIN THERMAL TECHNOLOGIES INC,47563.0,KEVLIN CORP
1110548,ROCKFORD PROCESS CONTROL INC,88192.0,ROCKFORD CORPORATION
1110801,HENRY BROS ELECTRONICS INC,89225.0,HENRY BROS ELECTRONICS INC
1111036,CHEMEX GMBH,23019.0,CHEMEX CORP
1111036,CHEMEX GMBH,23019.0,CHEMEX PHARMACEUTICALS INC
1111074,STRATTON GUS,39060.0,STRATTON GROUP LTD
1111825,ETS-LINDGREN INC,77802.0,E T S INTERNATIONAL INC
1111956,DELMAR PHARMACEUTICALS INC,16164.0,DELMAR PHARMACEUTICALS INC
1111963,INTER-MED INC,44848.0,INTERMED INC
1111997,INTEL CORP AND INTEL IP CORP,59328.0,INTEL CORP
1112027,THE HANSON GROUP LLC,10156.0,HANSON JOHN BANCORP INC
1112027,THE HANSON GROUP LLC,10156.0,HANSON JOHN SAVINGS BANK FSB
1112027,THE HANSON GROUP LLC,10156.0,HANSON JOHN S & L INC
1112027,THE HANSON GROUP LLC,39423.0,HANSON VAN WINKLE MUNNING CO
1112088,RADIUS PHARMACEUTICALS INC,76281.0,RADIUS INC
1112358,YES INC,81764.0,YES ENTERTAINMENT INC
1112362,CYBERTRONICS INC,78881.0,CYBERONICS INC
1112366,INVENT LLC,45736.0,INVENT INC
1112389,ZEUS CO LTD,93316.0,ZEUS COMPONENTS INC
1112449,ST JUDE MEDICAL ATRIAL FIBRILLATION INC,68591.0,ST JUDE MEDICAL INC
1112479,HECHT DANIEL H,22031.0,HECHT CO
1112513,A U VISTA INC,24969.0,AVISTA CORP
1112555,BANK OF AMERICAN CORP,58827.0,BANKAMERICA CORP
1112555,BANK OF AMERICAN CORP,59408.0,BANK OF AMERICA CORP
1112555,BANK OF AMERICAN CORP,89320.0,AMERICAN BANK INC
1112857,GODFREY CALCINER LTD,39213.0,GODFREY CO
1113115,BROWNING JOHN G,19554.0,BROWNING
1113567,HIGBEE CLEMENT W,41866.0,HIGBEE COMPANY
1113787,GIRARD WILFRID JOSEPH,39088.0,GIRARD CO
1113811,KELLOGG MAHLON J,26825.0,KELLOGG CO
1113934,STRATTON WALLACE E,39060.0,STRATTON GROUP LTD
1114328,BROWNING WILLIAM H,19554.0,BROWNING
1114384,AIRGAS SYNDICATE INC,70308.0,AIRGAS INC
1115108,MARLINROCKWELL CORP,13098.0,MARLIN ROCKWELL CORP
1115257,GODFREY CONVEYOR COMPANY,39213.0,GODFREY CO
1115434,ELLIOTT AUREN C,23747.0,ELLIOTT CO
1115503,CREE AND COMPANY,78875.0,CREE INC
1115503,CREE AND COMPANY,78875.0,CREE RESEARCH INC
1115620,ELLIOTT WILLIAM ST G,23747.0,ELLIOTT CO
1115725,GODFREY CRITTALL RICHARD,39213.0,GODFREY CO
1116060,ARCTIC REFRIGERATION MFG CORP,50470.0,ARCTIC ENTERPRISES INC
1116156,MACKE GORDON B,33873.0,MACKE COMPANY
1116196,ENSIGN REYNOLDS INC,92432.0,ENSIGN GROUP INC
