name,gvkey_x,org,score
EXCELSIOR HENDERSON MOTORCYCLE MANUFACTURING CO,65143,Excelsior-Henderson Motorcyle Co.,81
MEDICALCV INC,146172,"Medical CV, Inc.",81
SPECTRA SYSTEMS CORP-REDH,150638,SPECTRA SYSTEMS CORPORATION,81
"AeroGrow International, Inc.",176083,Aerogroup International Holdings LLC,81
BRIGHTMAIL INC-REDH,264672,"Brightmail, Incorporated",81
AMERITRUST CORP,1595,Ameritrust Company National Association,80
ARMOUR & CO,1758,Armour and Company,80
BARBER OIL CORP,2040,"Barber Heavy Oil Process, Inc.",80
BARRY R G CORP,2061,R.G. Barry Corporation,80
BENEFICIAL CORP,2159,Beneficial Management Corporation of America,80
BOGUE ELECTRIC MFG CO,2287,Bogue Electric Manufacturing Company,80
BURR BROWN CORP,2498,Burr-Brown Research Corporation,80
INRANGE TECHNOLOGIES CORP,3769,Image Technologies Corporation,80
FAB INDUSTRIES INC,4520,"FC Industries, LLC",80
"Gyrodyne, LLC",5395,"Gyrodyne Company of America, Inc.",80
HOOVER CO,5698,The Hoover Company,80
INTELEPLEX CORP,6009,The Inteleplex Corporation,80
INTERPHASE CORP,6130,"Interphase Technologies, Inc. ",80
LA CROSSE COOLER HOLDING CO,6535,La Crosse Cooler Company,80
LIQUI BOX CORP,6756,Liqui-Box Corporation,80
PRAB INC,8707,"PBM, Inc.",80
PROTO MED INC,8790,"Poly-Med, Inc.",80
SCAN DATA CORP,9442,Scan-Data Corporation,80
VIRIDIAN INC,9666,"Viridian Packaging Solutions, LLC",80
SLANT FIN CORP,9763,Slant/Fin Corporation,80
TELERATE INC,10415,Telerate Systems Incorporated,80
TRANS LUX CORP,10658,Trans-Lux Corporation,80
U S BANKNOTE CORP-OLD,10932,U.S. Banknote Corporation,80
WALTER (JIM) CORP,11274,"Jim Walter Resources, Inc.",80
MARK VII INC,12417,Mark VII Equipment LLC,80
SAVECO INC,13307,"Sclavo, Inc.",80
MEICOR INC,14575,"Micron, Inc.",80
JOURNEYS END RESORTS INC,15324,"Journeys End International, Inc.",80
UNITOG CO,15471,"Unitog Rental Services, Inc.",80
Alkermes plc.,24302,Alkermes Controlled Therapeutics Inc. II,80
CONCEPTUS INC,62236,"Concepts 2000, Inc.",80
QIAGEN NV,63186,"QIAGEN Genomics, Inc.",80
SEQUEL TECHNOLOGY CORP,63888,Steel Technology Corporation,80
ACSYS INC,66625,"Agensys, Inc.",80
METALINK LTD,127114,Metalink Corp.,80
ALLOS THERAPEUTICS,133424,"AGY Therapeutics, Inc.",80
ARGO TECH CORP,145875,Argo-Tech Corporation,80
VIPER MOTORCYCLE CO-REDH,160669,Viper Motorcycle Company,80
MATCHNET INC-REDH,161015,Matchnet PLC,80
MOSAIC CO,162129,The Mosaic Company,80
ALSTOM SA,218399,"Alstom Signaling, Inc.",80
ISOTIS SA,241801,"IsoTis OrthoBiologics, Inc.",80
NON INVASIVE MONITORING SYSTEMS INC,2240,Non-Invasive Monitoring Company (NIMCO),79
CONTAINER CORP OF AMER-OLD,3446,Container Corporation of America,79
ICEE USA CORP,5868,ICEE-USA Corporation,79
KIT MANUFACTURING CO,6465,Koehler Manufacturing Company,79
RICHTON INTERNATIONAL CORP,9132,Ramton International Corporation ,79
SPECTRONICS INC,9935,"SB Electronics, Inc.",79
STEARNS MANUFACTURING CO,10041,Sargent Manufacturing Company,79
SONO TEK CORP,13176,Sono-Tek Corporation,79
LEAK X ENVIRONMENTAL CORPORATION,15358,Levex Corporation,79
INDUSTRIAL TECHNOLOGIES INC,24311,Industrial Technology Institute,79
CHOLESTECH CORPORATION,25433,Connected Corporation,79
ENCORE MEDICAL CORP,62395,Encore Media Corporation,79
FRISBY TECHNOLOGIES INC,66725,"FMS Technologies, LLC",79
AIRCO INC,1215,"Artic, Inc.",78
B T U ENGINEERING CORP,1964,BTU Engineering Corporation,78
BELKNAP INC,2131,Van F. Belknap Co.,78
BELTRAN CORP,2152,"Beltran, Inc.",78
CARLISLE COMPANIES INC,2771,Continental Carlisle Inc.,78
COMINCO LTD,3235,Cominco Electronic Materials Inc.,78
COMPUTER IDENTICS CORP,3368,Computer Kinetics Corporation,78
CONTINUOUS CURVE CONTACT LNS,3477,"Continuance Curve Contact Lenses, Inc.",78
CYCLOTRON CORP,3676,The Cyclotron Corporation,78
DNA MEDICAL,3701,"Danek Medical, Inc.",78
ENERGEN CORP,4351,"Energen, LLP",78
FISCHBACH CORP,4746,"F & M Systems, Co., a division of Fischbach and Moore, Incorporated",78
LEACH CORP,6621,Leach Company,78
LEADVILLE CORP,6626,Leadville Silver and Gold,78
MEDICAL DYNAMICS INC,7215,"Medical Magnetics, Inc.",78
MULTI-AMP CORP,7604,Avo Multi-Amp Corporation,78
SIMMONDS PRECISION PRODS INC,9734,Simmonds Precision Engine Systems & Precision Combustion ,78
SMITH A O CORP,9771,"A. O. Smith Harvestore Products, Inc.",78
TEXSTAR CORP,10517,"Texstar, Inc.",78
WADELL EQUIPMENT CO INC,11252,"Webb Equipment Company, Inc. ",78
GARTNER INC,12441,Gartner Group ,78
RLI INC,12618,"Roldiva, Inc.",78
ETHIGEN INC,12758,Ethigen Corporation,78
CR/PL INC,12830,"CR/PL, L.L.C.",78
BELVEDERE CORP,13021,"Belvedere Company, Inc.",78
EFI ELECTRONICS CORP,14569,Exide Electronics Corporation ,78
OMNITEC INC,15130,Omnitec Products Corporation,78
NATUZZI SPA,28262,Natuzzi Americas,78
EQUIMED INC,29187,EquiMed Corporation,78
VARIFLEX INC,30358,"Verilux, Inc.",78
TREX MEDICAL CORP,63182,Trek Medical Corporation,78
OMNIQUIP INTERNATIONAL INC,64513,"Omnific International, Ltd.",78
UNIDYNE CORP,65066,"Unidyne, Inc.",78
PROVIDIAN CORP,65351,Providian Bancorp Services,78
NYCOMED ASA,101397,"Nycomed Salutar, Inc.",78
CONVERGYS CORP,113419,"Convergys Customer Management Group, Inc.",78
METLIFE INC,133768,Metlife Life Insurance Company ,78
WHITE HOUSE INC-REDH,154754,"White Moss, Inc. ",78
ST FRANCIS MEDICAL TECH-REDH,176355,"St. Francis Medical Technologies, Inc.",78
TELENOR ASA,221612,"Telenor Satellite Services Holdings, Inc.",78
ACCENT OPTICAL TECH INC-REDH,264671,"Accent Optical Technologies, Inc.",78
A L PHARMA INC,1034,"Alpharma USPD, Inc. ",77
CROSS CO,3611,The Cross Company,77
CROWN INDUSTRIES,3624,"Conbraco Industries, Inc.",77
HARVEST INDUSTRIES,5510,"Hester Industries, Inc.",77
KAMENSTEIN (M.) INC,6327,Kamenstein Corporation,77
ROBLIN INDUSTRIES,9188,Robhill Industries Inc.,77
SAXON INDUSTRIES,9436,"Sea-Land Industries, Inc.",77
TRANE CO,10649,The Trane Company,77
TRICO PRODUCTS CORP,10732,Thermco Products Corporation,77
VENDO CO,11130,The Vendo Company,77
WD 40 CO,11234,WD-40 Company,77
GTS DURATEK INC,12090,"Duratel, Inc.",77
CEL SCI CORP,12711,CEL-SCI Corporation,77
AMOCO CO,15257,Amoco Production Company,77
NISSAN MOTOR CO LTD,19113,Nissan Motor Corporation U.S.A. ,77
SUNWARD TECHNOLOGIES,23543,"Sanarus Technologies, Inc.",77
PERRIGO Co plc,24782,L. Perrigo Company,77
RIVAL CO,25326,The Rival Company,77
ASTRA AB,30938,"Astra Pharmaceutical Products, Inc.",77
BOLDER TECHNOLOGIES CORP,62737,"Broadley Technologies, Corporation",77
AUTOLIV INC,64690,"Autiliv ASP, Inc. ",77
BAYER AG,100080,Bayer Corporation,77
SPECTRASITE HOLDINGS INC,123500,"SpectraSite Communications, Inc.",77
ATHEY PRODUCTS CORP,1832,Avery Products Corporation,76
BANCOHIO CORP,2003,Bancohio National Bank,76
CHAMBERLAIN MFG CO,2910,Chamberlain Manufacturing Corporation,76
CHARAN INDUSTRIES INC-DEL,2931,"Conbraco Industries, Inc.",76
CIRCLE K CORP,3051,"Circle K Enterprises, Inc.",76
DEAN RESEARCH CORP,3822,Dental Research Corporation,76
JAMESWAY CORP,6229,Jamesway Products & Services Inc.,76
JONES & LAUGHLIN INDS INC,6278,Jones & Laughlin Steel Corporation,76
MARY KAY CORP,7081,"Mary Kay Cosmetics, Inc.",76
MCGREGOR CORP,7164,The McGregor Company,76
MURRAY OHIO MFG CO,7624,The Murray Ohio Manufacturing Company,76
NORTH AMERICAN ROYALTIES,7949,"North American Laboratories, Inc.",76
PLASMA THERM INC,8637,"PlaySmart, Inc.",76
POSITECH CORP,8686,"Positech International, Inc.",76
MICROLOG CORP-OLD,12226,Microlog Corporation,76
WESTERBEKE CORP,12518,Westerheke Corporation,76
FRESH JUICE CO INC,13160,The Fresh Juice Company,76
MIDDLEBY CORP,13570,THE MIDDLEBY CORPORATION,76
NEOGEN CORP,16453,"NeoGen, Inc.",76
INNOVA CORP,19075,"Innova, Inc.",76
I FLOW CORP,20296,I-Flow Corporation,76
REINHOLD INDUSTRIES INC,22978,Richland Industries,76
KENETECH CORP,28893,"KENETECH Windpower, Inc.",76
DIALOGIC CORP,30034,Dialogic Communications Corporation,76
BOSTON BEER CO INC,61581,Boston Beer Limited Partnership,76
NEOPHARM INC-OLD,61901,"Neupharma, Inc.",76
CARREKER CORP,110721,"Carreker-Antinori, Inc. ",76
CATUITY INC,141397,"Cut2It, Inc.",76
UNISPHERE NETWORKS INC,142810,"Unisphere Solutions, Inc.",76
ACCURIDE CORP,145979,Accuride International Inc.,76
A L D INC,1033,ASD Inc.,75
BALTIMORE PAINT & CHEM CORP,1996,"Baltimore Paint & Chemical Co., a division of Dutch Boy, Inc.",75
SENSYTECH INC,3711,"Senesco, Inc.",75
DEL LABORATORIES INC,3840,Laboratories Incorporated,75
DILLON COS,3966,The Dillon Company,75
INITIO INC,5965,Ab Initio Software Corporation,75
MOORE MCCORMACK RESOURCES,7555,"Moore-McCormack Energy, Inc.",75
WHAM-O MANUFACTURING CO,11457,"Wham-O, Inc.",75
GENERAL SCIENCES CORP,12072,General Scientific Corporation,75
X RITE INC,12189,"X-Rite, Incorporated",75
HANSON PLC,12826,Hanson Industries Incorporated,75
U S TECHNOLOGIES INC,13780,"U.S. Tech, Inc. ",75
MEDEVA PLC,24454,"Medeva Pharmaceuticals PA, Inc.",75
ENVIROPUR WASTE REFNG TECH,28232,"Enviropur Waste Refining and Technology, Inc.",75
NEXGEN INC,31851,Nexgen Microsystems,75
PCD INC,62490,"PUSHD, INC.",75
AURORA BIOSCIENCES CORP,64931,Altor BioScience Corporation,75
CAMTEK LTD,133564,Camtek Construction Products Corporation,75
NPTEST HOLDING CORP,150180,"NPTest, Inc.",75
AKRION INC-REDH,162012,"Akrion, LLC",75
ACF INDUSTRIES HOLDING CORP,1010,"Alco Industries, Inc.",74
ACME-HAMILTON MFG CORP,1101,Acme-Hamilton Manufacturing Corporation,74
AEGIS CORP,1150,"Aegis, Inc.",74
AMREP CORP,1618,"Amrep, Inc.",74
BURGESS INDS,2479,"Burgess Industries, Inc.",74
BURNLEY CORP,2494,"John Blue Company, a Division of Burnley Corporation",74
D A B INDUSTRIES INC,3685,Dracon Industries,74
DELTONA CORP,3861,Deltona Transformer Corporation,74
FIRESTONE TIRE & RUBBER CO,4672,"Bridgestone/Firestone North American Tire, LLC",74
GARLAND CORP,4997,"The Garland Co., Inc.",74
HUYCK CORP,5794,Huyck Corporaiton,74
INFOREX INC,5945,"IFOS, Inc.",74
INTL POWER MACHINES CORP,6107,International Power Machines,74
JARECKI CORP,6231,Jarecki Industries,74
MOBOT CORP,7491,"Mobot, Inc.",74
ORION RESEARCH GROUP INC,8189,Orion Research Incorporated,74
POLYMER CORP,8667,The Polymer Corporation,74
RAYMOND CORP,8965,Raymond Production Systems Corporation,74
TIFFANY INDUSTRIES,10570,"Trion Industries, Inc.",74
WHEELED COACH INDS INC,11460,Wheeled Coach Corporation,74
COLLINS & AIKMAN GROUP INC,11486,Collins and Aikman Products Co.,74
XENEREX CORP,11631,Xenerex Biosciences,74
AUTODIE CORP,12161,Autodie International,74
CIMCO INC,12204,"Cercom, Inc.",74
ARAMARK CORP,14097,"Aramark Uniform and Career Apparel, Inc.",74
WEGENER CORP,14252,"Wegener Communications, Inc.",74
NEOZYME CORP,23922,"Neozyme International, Inc.",74
MASLAND CORP,29087,"Masland Industries, Inc.",74
TARO PHARMACEUTICL INDS LTD,30554,"Taro Pharmaceuticals U.S.A., Inc.",74
SAPIENT CORP,62602,"Sapient Solutions, LLC",74
CALPINE CORP,63605,"Calpine Containers, Inc.",74
V ONE CORP,63894,V-One Corporation,74
GLENOIT CORP,126894,"Glenoit Mills, Inc.",74
ARBINET Corp,160867,"Arbinet-thexchange, Inc.",74
CNX Gas CORP,164665,CNX Gas Company LLC,74
AUDIOTRONICS CORP,1863,Audiophonics Corporation,73
U S PLAYING CARD CORP,10964,The United States Playing Card Company,73
WEBB CO,11327,The Webb Company,73
WHEELABRATOR TECH-OLD,13874,Wheelabrator Water Technologies Inc.,73
BASF SE,17436,BASF Wyandotte Corporation,73
TRUMP TAJ MAHAL FUNDING INC,24467,Trump Taj Mahal Associates,73
EPIC DESIGN TECHNOLOGY INC,30867,"Eclipse Ion Technology, Inc.",73
NOVAMED EYECARE INC,123017,"Novamed Medical Products Manufacturing, Inc.",73
EROOM TECHNOLOGY INC,141457,"Eos Biotechnology, Inc.",73
ALTIRIS INC,147452,"Aprilis, Inc.",73
BARNES-HIND PHARMACUETICALS,2050,"Barnes-Hind/Hydrocurve, Inc.",72
CARBORUNDUM CO,2745,The Carborudum Company,72
MANITOWOC CO INC,6994,"Manitowoc Crane Companies, LLC",72
ROBERTSON COS INC,9179,H. H. Robertson Company,72
TECH SERV INC,10358,"Technology Services, Inc.",72
NAYLOR INDUSTRIES INC,12891,Naylor Industrial Services,72
CROP GENETICS INTL CORP,13253,Crop Genetics International,72
SERAGEN INC,25121,"SpectraNet, Inc.",72
HOLSON BURNES GROUP INC,25295,The Holson Burnes Company,72
CYTEC INDUSTRIES INC,29511,Cytec Industry Incorporated ,72
STRATAGENE  CORP,160607,Strategene,72
PREDIX PHARM HLDS INC -REDH,164579,"Predix Pharmaceuticals Holdings, Inc.",72
ADVANT CORP,1167,Advantus Corporation,71
AETNA INC,1177,Aetna Life Insurance Company,71
ABM INDUSTRIES INC,1410,"ACF Industries, Incorporated",71
REXAM PLC,2338,Rexam Industries Corp. ,71
BRADEN INDS INC,2350,"Bend Industries, Inc.",71
BRAUN (C.F.) & CO,2371,CF Braun & Company,71
BULOVA CORP,2469,"Bulova Watch Company, Inc.",71
BURRIS INDS,2502,"Burris Industries, Incorporated",71
CHOMERICS INC,3014,"Cytometrics, LLC",71
COMDISCO HOLDING CO INC,3230,"Comdisco Resources, Inc.",71
COMTEL CORP,3359,"ComTel Debit Card Limited, L.L.C.",71
CRITON CORP,3604,Criton Technologies,71
CURTICE-BURNS FOOD,3657,"Curtis-Burns, Inc.",71
DCL INC,3688,"DTG, Inc.",71
DATRON SYSTEMS INC,3795,"Datron Advanced Technologies, Inc.",71
DEBRON CORP,3825,DeBron International,71
GENISCO TECHNOLOGY,5119,GnuCo Technology Corporation,71
GRAHAM CORP,5254,Graham Cheese Corporation,71
HEXCEL CORP,5608,Hexcel CS Corporation,71
KUBOTA CORP,6506,"Kubota Research Associates, Inc.",71
LOOMIS CORP,6804,Loomis International Inc.,71
MEDALIST INDUSTRIES INC,7189,Midwest Industries Ltd.,71
JAMCO LTD,7464,"Jamco International, Inc.",71
QANTEL CORP,7497,MDS Qantel Corporation,71
PIONEER PLASTICS CORP,8598,Primex Plastics Corporation,71
SPERRY CORP,9947,Sperry - New Holland,71
STANRAY CORP,10017,Sangray Corporation,71
CADEMA CORP,12780,"Cadema Medical Products, Inc.",71
CERNER CORP,12850,"Cerner Innovation, Inc.",71
INVIVO CORP,13198,Invivo Research Inc.,71
AFN INC,13581,"AFN, LLC",71
CONSUMERS POWER CO,13948,Consumers Energy Company,71
ADVANCED MEDICAL INC,15315,"Alaris Medical Systems, Inc. ",71
VIGORO CORP,24051,The Vigoro Corporation,71
HAGGAR CORP,25987,Haggar Apparel Company,71
SPSS INC,28758,SPSS Corp.,71
DIASYS CORP,31300,Disys Corporation,71
BUNZL PLC,100095,"Bunzl Extrusion, Inc.",71
SASOL LTD,100465,Sasol North America Inc.,71
HIINC,116770,"Hi/fn, Inc.",71
Dresser-Rand Group Inc.,163948,"Dresser-Rand Company, A General Partnership",71
Domtar CORP,176760,Domtar Gypsum Inc.,71
THORN PLC,212685,"Thorn Emi Malco, Incorporated",71
AMERICAN MFG CO,1501,"American Manufacturing Company, Inc.",70
ARTEK SYSTEMS CORP,1778,Anent Systems Corporation,70
BRITT TECHNOLOGY CORP,2412,Britt Tech Corporation,70
DENNISON MFG CO,3868,Dennison-Eastman Corporation,70
ELECTRO-NUCLEONICS,4269,"Elenco Electronics, Inc.",70
MARATHON MFG CO,7015,Marathon Manufacturing Company,70
SAI GROUP INC,9309,"SAI Automotive USA-SAL, Inc.",70
TECH OPS INC,10357,"Techlab, Inc.",70
TRIAD SYSTEMS CORP,10717,TL Systems Corporation,70
ERO INC,25134,"Ergo 2000, Inc.",70
H E R C PRODUCTS INC,30178,h.e.r.c. Incorporated,70
WAVE SYSTEMS CORP,30649,Winged Systems Corporation,70
GALAGEN INC,62488,"GRANA, Inc.",70
NINTENDO CO LTD,102450,Nintendo of America Inc.,70
IMAGEX COM INC,123015,"ImaTx, Inc.",70
DOCENT INC,134804,Datron Inc.,70
GFI Group Inc.,160719,"GFI Innovations, Inc.",70
ENEL SPA,201794,ENEL Company,70
ANDERSONS MANAGEMENT CORP,1659,"The Andersons, Inc.",69
AUTOSPA CORP,1899,Autoplax Corporation,69
CAESARS WORLD,2605,"Camera World, Inc.",69
INTL FOODSERVICE CORP,6079,"International Foodservice Equipment Systems, Inc.",69
MICRODYNE CORP,7341,Micron Corporation,69
PAR PHARMACEUTCL HLDGS -REDH,8333,"Par Pharmaceutical, Inc.",69
PITT DES MOINES INC,8607,Pittsburgh-Des Moines Steel Company,69
ARITECH CORP-DEL,12358,Aritech Corporation,69
MEGATEST CORP,28279,Medtest Corporation,69
HAIN FOOD GROUP INC,29609,The Hain Celestial Group,69
BABCOCK & WILCOX CO-OLD,1965,The Babcock & Wilson Company,68
GENETIC ENGINEERING INC,5112,Genesis Engineering Company,68
SUPERIOR MFG & INSTR CORP,10196,Superior Manufacturing & Instrument Corporation,68
VITRONICS CORP,11206,Virogenetics Corporation,68
CURRENT TECHNOLOGY CORP,25324,"Cosden Technology, Inc.",68
DIGITAL LINK CORP,29659,Digital Disc Corporation,68
SURE SHOT INTERNATIONAL INC,30892,"Sure Shot of Louisiana, Inc.",68
CLARK SCHWEBEL HOLDINGS INC,114610,Clark-Schwebel Tech-Fab Company,68
ACETO CORP,1094,"Aceto Chemical Co, Inc.",67
AIR INDS CORP,1206,Air Industries Corporation,67
ALLIED VAN LINES INC,1306,"Allied Transportation Specialties, Inc.",67
BEATRICE COS INC,2102,"Beneke Division, Beatrice Foods Co.",67
CHATHAM MFG CO,2948,Chatham Manufacturing Company,67
BLOCKBUSTER ENMNT CORP,3491,Blockbuster Entertainment Inc.,67
ENTROPY LTD,4407,Enteroptyx,67
FULLER H B CO,4926,Fuller Company ,67
GIBSON (CR) CO,5160,The C. R. Gibson Company,67
INTL HYDRON CORP,6083,International Hydron Corporation,67
MEGA CORP,7231,Megica Corporation,67
MENASCO MFG CO,7248,Menasco Manufacturing Company,67
MILTOPE GROUP INC,7416,Miltope Corporation,67
RAGEN CORP,8927,"Ragen Precision Industries, Inc.",67
RODAC CORP,9211,Rodac Pneumatic Tools,67
ROHR INC,9218,"Rohr Industries, Incorporated",67
RYLAND GROUP INC,9302,Ryland Homes,67
SILTEC CORP,9723,Silitek Corporation,67
TIFFANY & CO  -OLD,10569,Tiffany and Company,67
WMS INDUSTRIES INC,11509,WMS Gaming Inc.,67
KEY ENERGY GROUP INC,11644,"Key Energy Services, LLC",67
SKF AB,11749,"SKF Industries, Inc.",67
PYRAMID TECHNOLOGY,12120,"PRAXIFY TECHNOLOGIES, INC.",67
ALDUS CORP,13420,Altus Corporation,67
READERS DIGEST ASSOCIATION INC,20783,"Reader's Digest Children's Publishing, Inc.",67
NSC CORP,22263,NHK International Corp.,67
HOLOMETRIX INC,23097,"MEI, Inc.",67
SIMTEK CORP,23717,Silitek Corporation,67
CORE INC,24758,"Core SDI, Incorporated",67
3DO CO,28217,The 3DO Company,67
ATMI INC,29274,ATMI EcoSys Corporation ,67
ARCADIS NV,29789,Areadis G&M,67
DRYPERS CORP,29878,Draper Corporation,67
AVANT CORP,60797,Advantus Corporation,67
JPM CO,62724,The JPM Company,67
ALCATEL-LUCENT,101352,Alcatel USA Corporation,67
SAP SE,103487,Sap Portals IL,67
Priceline Group Inc.,119314,priceline.com Incorporated,67
ZIFF DAVIS MEDIA INC,148370,Ziff-Davis Publishing Company,67
"NASDAQ OMX GROUP, INC.",149337,"The Nasdaq Stock Market, Inc.",67
SALMEDIX INC-REDH,160290,"Salemi, Inc",67
HUNTSMAN CORP,162401,Hussmann Corporation,67
INNOVENE INC -REDH,165457,Innovene USA LLC,67
OPNEXT INC,176558,"ON24, Inc.",67
NORTHWESTERN PUBLIC SERVICE CO,8001,The Northwestern Corporation,66
NISSAN MOTOR ACCEPTANCE CORP,15121,Nissan Motor Corporation U.S.A. ,66
ABITIBI CONSOLIDATED INC,1081,Abitibi-Price Corporation,65
CARBOLINE CO,2743,Car-O-Liner Company,65
DYMO INDS INC,4117,"DAX Industries, Inc.",65
HOWMEDICA INC,5761,Howmedice International Inc.,65
MAGNA CORP,6945,Magnaflux Corporation,65
MEGATRONICS INC,7223,Medtronic Incorporated ,65
MIDAS INTL CORP,7362,Midas International Corporation,65
MITSUI & CO LTD,7471,Mitsui Comtek Corp.,65
TEMP-STIK CORP,10424,TEMPTIME CORPORATION,65
REGINA CO INC,11799,The Regina Company,65
LECTEC CORP  -OLD,12947,Lec Tec Corporation,65
ATLAS COPCO AB,17420,Atlas Compco Comptec,65
AUTOCAM CORP,24636,Atomica Corporation,65
SEPRAGEN CORP,31635,SepraDyne Corporation,65
DONNA KARAN INTERNATIONAL INC,63170,The Donna Karan Company,65
NETSPEAK CORP,64833,Nexpak Corporation,65
BENCKISER NV,65920,Reckitt Beneckiser Inc.,65
TRW AUTOMOTIVE HOLDINGS CORP,157415,"Varity Automotive, Inc.",65
ALLIED PRODUCTS CORP,1297,A-Line Products Corporation,64
FIFE CORP,4637,Fike Corporation,64
MCDERMOTT INTERNATIONAL INC,7152,"J. Ray McDermott, S.A.",64
NOLEX CORP,7918,Noetix Corporation,64
RAMTEK CORP,8940,Rieke Corporation,64
REMEDCO INC,9042,"RED.COM, INC.",64
TECHO CORP,10383,TESCOM CORPORATION,64
MITSUBISHI ELECTRIC CORP,19043,Mitsubishi Digital Electronics America Inc.,64
LASERSIGHT INC,24712,"Lase-It, Inc. ",64
SPORTMART INC,25785,"SmartSports, Inc.",64
QUANTECH LTD,28324,"Quad/Tech, Inc.",64
IMAX CORP,30312,Inax Corporation,64
PC TEL INC,125014,"PCTel Maryland, Inc.",64
ARCSOFT INC-REDH,161112,Ashcroft Inc.,64
AIRBORNE FREIGHT CORP,1213,"Airborne Express, Inc.",63
COLTEC INDUSTRIES INC,3200,Coltec Industrial Products LLC,63
COMMERCIAL METALS CO,3246,"Structural Metals, Inc.",63
FRANTZ MFG CO,4888,Frantz Manufacturing Company,63
M/A/R/C INC,6876,"MCMS, Inc.",63
MASLAND (C.H.) & SONS,7087,"Masland Industries, Inc.",63
NOVO NORDISK A/S,8020,"Novo Nordish Bio Tech, Inc ",63
VANADIUM CORP,11105,U.S. Radium Corporation,63
EXOVIR INC,12714,ecrio inc.,63
PRIMARK CORP,15248,Premark FEG Corporation,63
ARISTOTLE CORP,16813,ArtinSoft Corporation,63
SPEEDFAM INTERNATIONAL INC,61405,SpeedFam-IPEC Corporation,63
NU SKIN ASIA PACIFIC INC,64028,"Nu Skin International, Inc.",63
IDAHO TECHNICAL INC,126797,"Brion Technologies, Inc.",63
BANTA CORP,2034,Baxa Corporation,62
CTI INTL INC,2576,CTI International,62
CLOW CORP,3123,Cloud Corporation,62
DATA IORP,3761,Data I/O Corporation,62
FLUKE CORP,4817,Fike Corporation,62
GULF CORP,5382,Gulf Oil Corporation,62
HARLEY CORP,5478,Hartel Corporation,62
ENTERGY CORP,7366,Energent Corporation,62
NORTHWESTERN BELL TELEPHONE,7996,The Northwestern Corporation,62
PARSONS CORP,8367,Pegatron Corporation,62
PRIMARK CORP-OLD,8756,Premark FEG Corporation,62
ROLM CORP,9226,Rolm Systems,62
SAFEWAY INC,9359,"Safe Stress, Inc.",62
TOKHEIM CORP,10599,Tokin Corporation,62
UNIT CORP,10877,Unit Rig & Equipment Co.,62
UNITEK CORP,10997,Univex Corporation,62
Q MED INC,11935,"QEM, Inc.",62
WELLCOME PLC,13134,"GlaxoWellcome, Inc.",62
FILENET CORP,13525,Fluidnet Corporation,62
TOWLE MFG CO,14641,Towle Manufacturing Company,62
RICH COAST RESOURCES LTD,14926,Rich Coast Corporation,62
MBNA CORP,23592,"MBNA America Bank, N.A.",62
CARAUSTAR INDUSTRIES INC,25777,Caraustar Industrial & Consumer Products Group,62
POSITRON CORP,29319,PoroGen Corporation,62
INTERNATIONAL LOTTERY INC,30061,"Intermodal Technologies, Inc.",62
ITI TECHNOLOGIES INC,31045,"Interlog, Inc.",62
LANDEC CORP \CA\,62169,"Landec Labs, Inc.",62
XYLAN CORP,62372,Xela Corporation,62
TALX CORP,63803,Tanel Corporation,62
ISONICS CORP,65457,Incoe Corporation,62
HYPERCOM CORP,65527,"Hypercosm, Inc.",62
MERGE HEALTHCARE INC,66630,"Merge Technologies Group, Inc. ",62
REALTY INFORMATION GROUP INC,112111,"The Conair Group, Inc.",62
"Intellicheck Mobilisa, Inc.",126020,"Intelli-Check, Inc.",62
NIKU CORP,132369,Nisus Corporation,62
Pharmasset Inc,174507,Pharmaquest Ltd.,62
ANSUL CO,1671,Anritsu Company,61
BIONEX CORP,2231,"Biosense, Inc.",61
CHEMFAB CORP,2965,ChemImage Corporation,61
Weatherford International plc,4367,"Weatherford Holding U.S., Inc.",61
"INTER TEL (DELAWARE), INC",6020,"Interez, Inc.",61
MOGEN DAVID KOSHER MEAT PROD,7493,Mogen David Wine Corporation,61
PERMEATOR CORP,8492,Petroshear Corporation,61
SAMSONITE CORP  -OLD,9389,Solite Corporation,61
SEPAREX CORP,9606,SepraDyne Corporation,61
SIGMA INTL LTD,9701,Sigma International,61
OREGON STEEL MILLS INC,14384,"CF&I Steel, L.P.",61
MPB CORP,14519,MNP Corporation,61
NIAGARA CORP,28778,Natsuhara Corporation,61
PHARSIGHT CORP,138611,Pursuit Corporation,61
PHARMION CORP,155795,Pegatron Corporation,61
BALCHEM CORP,1979,Bactex Corporation,60
CPT HOLDINGS INC,2566,"CPT, Ltd.",60
TRAVELERS GROUP INC,3243,"Citigroup Global Markets, Inc.",60
RAPIDATA INC,8951,"Radant Systems, Inc.",60
YARDNEY CORP,11647,Yarway Corporation,60
COLOROCS INFORMATION TECHNOLOGIES INC,12851,Colorocs Corporation,60
TMS INC,23044,"T.H.E.M., Inc.",60
R & B INC,23753,"Dard Products, Inc.",60
RIGHT START INC,24545,"FAV, Inc.",60
CONTOUR MEDICAL INC,28581,"Contour Med Partners, Ltd.",60
HOLMES PRODUCTS CORP,128498,"The Holmes Group, Inc.",60
MIRANT CORP,140033,Mintera Corporation,60
DIGITAL THEATER SYSTEMS INC,153813,"DTG, Inc.",60
DIVERSEY HOLDINGS INC,160949,"JohnsonDiversey, Inc.",60
OPTIUM CORP,175395,OtisMed Corporation,60
