i,PARENT COMPANY NAME
8214,"SandRidge Production and Exploration, LLC"
8221,Aux Sable Midstream LLC
8227,Pennsylvania General Energy Company LLC
8230,"Tellus Energy Group, LLC"
8231,"Optima Specialty Steel, Inc."
8232,"Range Texas Production, LLC & Range Operating New Mexico, LLC"
8233,"Range Resources - Appalachia, LLC & Range Resources - Pine Mountain, LLC"
8238,THE METHODIST HOSPITAL 
8254,"EXCO RESOURCES, INC"
8256,"EXCO RESOURCES, INC."
8268,MAVERICK TUBE CORP
8272,"JAMES HARDIE BUILDING PRODUCTS, INC."
8275,"Cogentrix Energy, LLC"
8276,Gores Group
8279,"BOPCO, LP"
8281,RKI EXPLORATION & PRODUCTION LLC
8289,Laredo Petroleum
8294,FJ MANAGEMENT
8295,Quicksilver Resources Inc.
8309,"Slawson Companies, Inc."
8310,"Samuel Gary Jr. Associates, Inc."
8317,Kaiser-Francis Oil Company
8326,"Zenergy, INC"
8328,Dartmouth Power Associates L.P.
8340,Prime Operating Company
8358,Caerus Oil and Gas LLC
8390,BHP Billiton New Mexico Coal Inc.
8398,WaferTech L.L.C.
8400,Halcon Resources Corporation
8407,APACHE CORPORATION
8409,GOODRICH PETROLEUM CORPORATION
8411,T-C Oil Company
8417,"Coleman Oil and Gas, Inc."
8418,Muskegon Development Company
8420,PNM RESOURCES INC
8424,"ATC Management, Inc."
8439,Chief Oil & Gas LLC
8441,"ROSEWOOD RESOURCES, INC"
8445,City of Cookeville Gas Dept
8448,"Classic Hydrocarbons, LLC"
8453,"Alta Mesa Services, LP"
8457,Otter Creek Ethanol dba Poet Biorefining Ashton
8461,World Litchen LLC
8464,LYDA HUNT BUNKER TRUST-MARY MORELAND HUNT
8465,"DSM Nutritional Products, LLC."
8471,"Jones Energy Holdings, LLC"
8479,SM Energy Company
8482,PPL Electric Utilities
8487,Fairchild Semiconductor Corp
8488,Fairchild Semiconductor
8490,Naftex Operating Company
8492,NFR Energy LLC
8496,"Lewis Energy Group, L.P."
8501,Enerplus Resources Corporation
8502,Marshall Durbin Food Processing Company
8510,G & W Electric Company
8515,S&C Electric Company
8519,WESTAR ENERGY INC
8520,Magnesium Products of America
8521,Accuride Corporation
8524,Statoil
8525,"Skyworks Solutions, Inc."
8527,"Primary Natural Resources III, LLC"
8542,TECO ENERGY INC
8545,"EPL OIL & GAS, INC."
8548,"WTG EXPLORATION, INC"
8549,"FASKEN OIL AND RANCH, LTD"
8550,"Enervest Management Partners, Ltd."
8556,RemTec International
8564,Laredo Energy LLC
8566,"Nadel and Gussman, LLC"
8567,Wildhorse Resouces LLC
8571,"New York and Presbyterian Hospitals, Inc."
8572,NYC Dept. of Correction
8577,"SWIFT ENERGY OPERATING, LLC"
8578,"COG OPERATING, LLC"
8584,"PARALLEL PETROLEUM, LLC"
8589,Sanchez Oil and Gas
8591,ITC Holdings Corp
8593,"Carrizo Oil & Gas, Inc."
8597,X-FAB Semiconductor Foundries AG
8601,Kodiak Oil& Gas Corp.
8607,"Alpha Natural Resoureces, Inc."
8613,Luff Exploration Company
8614,COMPASS MINERALS
8615,"LG&E and KU Energy, LLC-Subpart DD SF6"
8623,"MIDLAND OIL AND GAS, INC"
8624,CELERO ENERGY II LP
8637,"North Baja Pipeline, LLC"
8638,White Oak Energy
8642,Duquesne Light Company
8644,Georgia Transmission Corporation
8645,ATMEL CORP
8646,SM Energy
8653,Boonville Natural Gas Corporation
8655,STONE ENERGY CORPORATION
8657,GRAND RIVER DAM AUTHORITY
8659,"Polar Semiconductor, Inc"
8661,NISSAN MOTOR LTD
8672,"Southern Hens, Inc."
8676,"Sheridan Production Comapny, LLC"
8677,"Sheridan Production Company, LLC"
8678,Geosouthern Energy Corporation
8680,Arch Coal Inc
8682,FirstEnergy
8686,"Memorial Production Operating, LLC"
8687,"Spartan Light Metal Products, Inc."
8688,De Longhi America Inc
8689,Long Island Power Authority 
8690,"W&T ENERGY VI, LLC"
8691,Samsung Austin Semiconductor
8695,"Neaton Auto Products Manufacturing, Inc."
8710,COMSTOCK RESOURCES
8716,"CAMBRIAN MANAGEMENT, LTD"
8723,EL PASO ELECTRIC CO
8727,Alpha Natural Resources Inc.
8728,SECCRA Community Landfill
8729,Kinder Morgan Production Company LLC
8730,"Chicago White Metal Casting, Inc"
8731,"Telefunken Semiconductors America, LLC"
8732,Kinder organ Production Company LLC
8747,International Rectifier
8749,Resolute Energy Corporation
8753,"Monarch Natural Gas, LLC"
8755,"Enervest Operating, L.L.C."
8757,"Nadel and Gussman HEYCO, LLC"
8758,"Maxim Integrated Products, Inc."
8770,"Protein Products, Inc."
8772,"Mitsubishi Motors North America, INC"
8773,R F Micro Devices
8774,Republic Financial Corp.
8775,TECO Coal Corp
8776,"Manti Exploration Operating, LLC"
8777,"Peco Foods, Inc."
8785,"Energy Resource Technology, Inc."
8789,Freescale Semiconductor
8793,City of Seattle (Seattle City Light Department)
8794,FREESCALE SEMICONDUCTOR INC
8795,TECO Coal Corporation
8797,Alpha Natural Resources
8800,Patriot Coal Corporation
8801,"Sanderson Farms, Inc."
8802,Murray Energy Corporation
8808,Rosebud Mining Company
8812,Core Energy LLC
8815,"ArcelorMittal Coal Group USA, LLC."
8825,HYUNDAI MOTOR AMERICA
8826,JOHNSON CONTROLS INC
8827,Forest Oil Corporation
8828,Newport Fab LLC
8829,Spansion Inc.
8830,TAQA North Ltd.
8833,"Magnesium Refining Technologies, Inc."
8837,Southwestern Energy
8842,Hill Phoenix Inc.
8844,"SCI, LLC"
8845,City of Lexington
8846,"MIDSTATES PETROLEUM COMPANY, LLC"
8848,Wayne Farms LLC
8849,N/A Federal Government
8853,Equal Energy
8855,Antero Resources Piceance Corp
8856,Antero Resources Corp
8857,Antero Resources Appalachian Corp
8859,Phoenix Global Holdings
8860,Crown Energy Partners LLC
8861,Koch Foods Inc.
8862,PETRO-HUNT LLC
8867,"Moon Hines Tigrett Operating Company, LLC"
8868,"Foresight Energy Services, LLC"
8870,Ingersoll Rand
8874,City of Redlands Municipal Utilitie Department
8879,Continental Casting LLC
8880,"Famcor Oil, Inc."
8881,Eni Petroleum Co. Inc.
8882,HILCORP ENERGY COMPANY
8883,BLACK HILLS CORPORATION
8884,SOUTHWEST TRANSMISSION COOPERATIVE CORP
8885,"LG Electronics USA, Inc"
8886,Imperial Irrigation District
8887,Lennox International Inc.
8893,SANYO North America Corporation
8894,"Subaru of America, Inc."
8898,"TriQuint Semiconductor, Inc."
8901,Friedrich Air Conditioning Company
8905,"BMW of North America, LLC"
8908,"Milagro Exploration, LLC"
8914,Baytex Energy USA
8916,Summit Petroleum Corporation
8917,"FIML Natural Resources, LLC"
8927,"Bandera Electric Cooperative, Inc."
8931,"MARLIN MIDSTREAM, LLC"
8932,"PEOPLE'S NATURAL GAS CO, LLC"
8938,VERMONT ELECTRIC POWER COMPANY
8943,J-W Operating Company
8948,"Vanguard Natural Resources, Inc."
8953,"OLAM WEST COAST, INC"
8956,INTERNATIONAL RECTIFIER
8960,"Foresight Reserves, LP"
8962,Washington Parish Government
8964,AAF-McQuay Group Inc.
8967,Le Norman Operating LLC
8968,NOCO Energy Corp
8969,"MERIT ENERGY CO., LLC"
8971,"Merit Energy Co., LLC"
8975,Mitsui & Co (USA) Inc
8978,Superior Plus Energy Services Inc.
8980,"Mitsui & Co (USA), INC"
8993,Mitsubishi International Corporation
8995,Idemitsu Lubricants America
8996,Natural Soda
8998,BAYER  Group
9002,FTL Capital Partners LLC
9005,"ALLETE, Inc"
9008,City of Decatur and Morgan County
9011,Farbest Foods INC
9012,"Guardian Lime, LLC"
9015,Prime Wheel Corporation
9016,Diageo USVI
9022,Magnum Hunter Resources Corporation
9029,Sd-Chemie Inc.
9032,"Burnett Oil Co., Inc."
9047,Ervin Industires Inc
9048,"Lexington Gas System, City of Lexington Tennessee"
9053,terrebonne parish consolidated government
9057,Pitt County
9063,FR&S Inc
9064,City of Lebanon 
9065,City of Olive Branch
9070,KIA MOTORS AMERICA
9071,Mercator Minerals Ltd
9072,TRAXYS NORTH AMERICA
9074,"Knight Hawk Coal, LLC"
9077,Cook Inlet Energy LLC
9079,"Maquarie Infrastructure Co., LLC"
9083,Hardeman-Fayette Utility District
9084,Tucker County Solid Waste Authority
9088,"South Cast Gas Co., Inc."
9089,City of New Albany MS
9091,All American Asphalt
9096,Carrier Corporation
9098,BKK Corportation
9101,Niska Gas Storage
9104,SEBASTIAN MINING CO LLC
9106,Endeavor Energy Resources LP
9121,Macon-Bibb
9122,"Vishay Intertechnology, Inc."
9124,Micrel Semiconductor Inc.
9125,"HAIER AMERICA CO, LLC"
9126,"Brooks Automation, Inc"
9128,Philips Holding USA Inc
9129,Paxton Resources
9131,TYSON FOODS INC
9134,SENECA RESOURCES CORP
9136,California State University
9137,THE NEIL JONES FOOD CO
9139,COUNTY OF ORANGE CA
9141,BMP International Inc
9143,SAEZ HOLDINGS LLC
9144,"Old World Industries, LLC"
9145,NESTLE USA INC
9146,Agropur Inc
27,"VERESEN, INC"
96,"Red Oak Power Holdings, LLC"
118,NRG ENERGY INC
128,Quantum Utility Generation
132,Highstar IV GWF Holdings LLC
227,"ReEnergy Holdings, LLC"
236,PRIMARY ENERGY RECYCLING HOLDINGS LLC
251,"JAMES RIVER GENCO, LLC"
263,Ingredion Incorporated
268,"Binghamton BOP, LLC"
293,"Tervita, LLC"
320,Sacramento Municipal Utility District
324,"Dairy Farmers of America, Inc."
417,SP Fiber Technologies LLC
457,Golden Spread Electric Cooperative
483,"Florida Power Development (FPD), LLC"
551,"EL CAJON ENERGY, LLC"
566,"GLenns Ferry Holding, LLC"
616,HONEYWELL INTERNATIONAL INC
636,Exelon Corporation 
640,"GenON Energy, Inc"
642,Footprint Power Salem Harbor Operations LLC
698,Tauber Oil Company
744,"GMMM Holdings I, LLC"
772,OHIO CUMBERLAND GAS CO
781,"TOTAL Holdings USA, INC"
904,TOPAZ POWER GROUP LLC
1020,"Upstate New York Power Producers, Inc."
1098,JESSE COMBS FAMILY TRUST
1294,"GDF SUEZ North America, Inc."
1311,OLYMPUS POWER LLC
1314,"Panther Creek Power Operating, LLC"
1325,Philadelphia Energy Solutions LLC
1328,LDH Rensselaer LLC
1381,GOLDEN SPREAD ELECTRIC COOPERATIVE
1398,SUNOCO PARTNERS MARKETING & TERMINALS LP
1422,"Broad River Power, LLC"
1472,LIBERTY ENERGY (MIDSTATES) CORP
1481,LIBERTY UTILITIES (MIDSTATES) CORP
1537,"NRG ENERGY, INC"
1573,Raven Power Holding LLC
1672,Mountain State Carbon LLC
1719,Raven Power Holdings LLC
1766,"El Paso Pipeline Partners, L.P"
1767,"El Paso Pipeline Partners, L.P."
1771,"Kinder Morgan Energy Partners, L.P"
1822,Piceance Energy LLC
1976,Cristal USA Inc.
1991,"EL PASO Pipeline Partners, L.P."
1999,Waupaca Foundry Holdings Inc.
2029,Louis Dreyfus Commodities LLC
2068,"EL PASO Pipeline Partners, L.P"
2104,Phillips 66 Company
2250,"El Paso Pipelines Partners, L.P."
2257,"CLEARFIELD OHIO HOLDINGS, Inc."
2264,Ardagh Glass Inc.
2273,"Kinder Morgn Energy Partners, L.P."
2401,"El Paso Pipeline Partners, LP."
2409,Kraft Foods Group INC
2457,"Ascend Performance Materials Texas, Inc."
2463,Mondelez International Inc.
2641,"Colonial Group, Inc."
2668,U.S. Gypsum Corporation
2730,"Tallgrass Operations, LLC"
2757,"Lhoist North America of Texas, Ltd."
2788,Lhoist North America of Texas Ltd.
2821,Graymont Inc.
2842,Jefferson Parish Davis Landfill
2844,"Republic Services, Inc. "
2846,"Republic Servics, Inc."
2856,"Loudoun County Department of General Services, Divison of Waste Managment"
2862,Shell Petroleum INCORPORATED
2906,Dow Corning Corporation 
2907,"Lhoist North America of Alabama, LLC"
2917,"JELD-WEN, inc."
2960,Liberty Energy Utilities
2974,"Lhoist North America of Missouri, Inc."
3107,"GRANGER ASSOCIATES, Inc."
3169,"TGGT HOLDINGS, LLC"
3220,Morgan Stanley IP Southern Star LLC
3222,"KINDER MORGAN Energy Partners, L.P."
3245,"City of Okmulgee, Oklahoma"
3265,US Department of Defense
3509,"ENKEI AMERICA, INC"
3537,CROSSTEX NORTH TEXAS GATHERING LP
3631,Nebraska Energy LLC
3653,Continental Refining Company LLC
3696,"Apex Oil Company, Inc."
3762,Solid Waste Management Authority of Atkinson County
3806,"Horizon Ethanol, LLC dba POET Biorefining - Jewell"
3817,Ingredion Inc.
3844,Broward County Solid Waste and Recycling Services
3946,Pennsylania Grain Processing LLC
3949,GWF Power Systems. L.P.
3968,"GWF Power Sytems, L.P."
4015,Iroquois Bio Energy Company LLC
4068,GDF SUEZ North America
4071,"MAXIMUS COFFEE GROUP, LLC"
4198,City of Enumclaw
4266,Melvin E. Judkins
4375,Myrle Odell
4383,"ADS Waste Holdings, Inc."
4400,US Marine Corps
4449,"SCA Americas, Inc."
4476,"Spartanburg County, SC"
4503,"Access Midstream Partners, L.P."
4529,"Forest View Landfill, LLC"
4600,Central Plains Cement Company LLC
4608,"Pinona Holdings, Inc"
4627,Brundidge Acquisitions LLC
4676,Larry Hall
4678,POPE/DOUGLAS JOINT SOLID WASTE MANAGEMENT BOARD
4692,"Voyager Ethanol, LLC dba Poet Biorefining Emmetsburg"
4708,UNIVERSAL TABLETOP INC
4767,H.I.G. BBC Holdings Corporation
4786,"City of Willmar, Minnesota"
4793,EVONIK CORPORATION
4830,"Post Holdings, Inc."
4836,Kent Corporation
4867,Miami Dade Public Works and Waste Management Department
4870,"Access Midstream Partners, L.P"
4886,TRONOX LTD
4894,"Kinder Morgan, Inc."
4903,"Imerys Filtration Minerals, Inc."
4923,"HANOR CO OF WISCONSIN, LLC"
4928,Sprague Operating Resources LLC
4943,"OMNI WASTE OF OSCEOLA COUNTY, LLC (A SUBSIDIARY OF PROGRESSIVE WASTE SOLUTIONS)"
4958,ANR Pipeline Company
4960,TransCanada Northern Border Inc.
4966,Great Lakes Gas Transmission Company
5095,"HK USA HOLDINGS, INC"
5096,"THE HANOR CO OF WISCONSIN, LLC"
5154,USP Holdings Inc.
5160,"American Midstream Partners, LP"
5161,Copper Valley Electric Association
5227,Bear Island Paper WB LLC
5242,ARAUCO-USA LLC
5279,"Manistique Holdings, LLC"
5300,Kaneka America Holdings Inc.
5340,"Tyson Poultry, Inc"
5424,"Cobra Pipeline Co., LTD"
5478,"Jones Lang LaSalle at Beaumont Health System, L.L.C."
5505,Department of Defense - US Army
5546,Resolute Forest Products Inc.
5557,Rock Energy Cooperative
5644,PUERTO RICO ELECTRIC POWER AUTHORITY POWER AUTHORITY COMMONWEALTH OF PUERTO RICO
5675,Univerity of North Texas System
5848,Gibson County Utility District
5862,"MID GEORGIA COGEN, LP"
5950,"AltaGas Services U.S., Inc."
5972,TIN Inc. dba Interntional Paper
6002,"New-Indy Containerboard, LLC"
6073,Phillips 66
6074,Top Gun Investment Corp II
6081,"Big Rivers Resources, LLC"
6146,"Costar Midstream, LLC"
6148,"City of Los Angeles, CA"
6335,"CENTRAL WASTE, INC"
6341,Phillips 66 
6383,NATIONAL OILWELL VARCO LP
6486,TECK AMERICAN INC
6490,"PHOSPHATE HOLDING CO, INC"
6506,Aventine Renewable Energy - Mt. Vernon LLC
6507,Aventine Renewable Energy - Canton LLC
6715,City of Sunrise
6720,Topaz Power Group LLC
6778,GDF SUEZ ENERGY North America
6814,UNIVERSAL TABLETOP INC.
6857,Louis Dreyfus Highbridge Energy LLC
6861,DeMenno Kerdoon
6866,Cristal USA Inc
6910,"Lhoist North America of Arizona, Inc."
6925,"Summit Midstream Partners, LLC"
6974,J-POWER USA DEVELOPMENT CO LTD
7011,City of Murray
7075,"City of Jacksonville, Fl Solid Waste Division"
7077,Utica Energy LLC
7099,CORNING NATURAL GAS CORP
7108,"Indeck Energy-Alexandria, LLC"
7123,Louisville Medical Center Inc.
7135,Grant County
7146,"Hood Companies, Inc."
7157,"Kinder Morgan Engergy Partners, L.P."
7181,Tulsa Cement LLC
7262,NRG ENERGY INC.
7272,PBF Holding Company LLC
7291,"Akzo Nobel Chemicals, Inc."
7292,"Energy West, Inc."
7335,Energy Capital Partners
7337,INTERNATIONAL PAPER - MAYSVILLE MILL
7426,"Delta Air Lines, Inc."
7481,"Rhodia Inc., Member of the Solvay Group "
7488,NORTHEAST NEBRASKA SOLID WASTE COALITION
7569,Forest Preserve District of Dupage County
7614,Russellville Gas Board
7650,"CostarMidstream, LLC"
7666,"Summit Ethanol, LLC dba POET Biorefining-Leipsic"
7714,VALERO ENERGY CORP
7754,"ARCLIGHT CAPITAL PARTNERS, LLC"
7756,Thompson River Power LLC
7857,Republic Services Inc. 
7886,City of Springfield Department of Public Works
7939,"THARALDSON ETHANOL PLANT I, LLC"
7976,"Elm Ridge Exploration Company, LLC"
7996,Crescent Point Energy U.S. Corporation
7998,"EP Energy E&P Company, LP"
8014,DEVON ENERGY CORPORATION
8043,"Kinder Morgan Energy Partners, LP"
8071,"Kinder Morgan Energy Partners, L..P."
8072,"Kinder Morgen Energy Partners, L.P."
8082,Alpha and Omega Semiconductor
8108,"WPX Energy, Inc."
8126,MARATHON OIL COMPANY
8138,Kinder Morgn Energy Partners L.P.
8174,Kinder Morgan Energy Partners. L.P.
8196,"Trey Resources, Inc."
8230,EFS MIDSTREAM LLC
8255,"Trey Resources, inc."
8257,"Mountaineer Keystone Holdings,  LLC"
8261,BTA
8329,"Pennsylvania General Energy Company, LLC"
8365,Acadian Gas Pipeline System
8379,"Seneca Sustainable Energy, LLC"
8406,ANADARKO PETROLEUM CORPORATION
8413,Enterprise Products LLC
8447,Shell Oil Company
8648,MORGAN STANLEY IP Southern Star LLC
8649,Morgan Stanley IP  Southern Star LLC
8684,"Enerven Compression, LLC"
8697,"Wildhorse Resouces, LLC"
8731,Freepoint Commodities Holdings LLC
8854,Gas Transmission Services Company LLC
8859,"Nadel & Gussman, LLC"
8902,"Bluestone Natural Resources, LLC"
8910,"Trinity CO2, LLC "
8954,"Enervest Operating, LLC."
8983,The University of Texas Medical Branch at Galveston
8992,HESS CORPORATION
9012,Entergy 
9029,American Energy Corporation
9067,Concorde Specialty Gases 
9095,Juno International LLC
9105,Destin Pipeline Company LLC
9120,"Atlas Energy, LP"
9144,Macquarie Trading Services Inc.
9165,"Marlin Midstream, LLC"
9168,NextEra Energy
9176,Oasis Petroleum
9177,"Volvo Cars of North America, LLC"
9197,"Enbridge Energy Partners, L.P. "
9198,"ANKOR Energy, LLC"
9200,"City of Brewton, AL"
9208,Macland Disposal Center Commercial and Industrial Landfill
9211,Trafigura AG
9212,HESS ENERGY TRADING CO LLC
9217,Petro Energy LLC
9225,"Williams Olefins, L.L.C."
9238,NOVA Chemicals Inc
9241,Hunter Ridge Energy Services LLC
9242,GEORGE E. WARREN CORPORATION
9366,Noble Americas Corp
9367,Vitol Inc
9368,Global Partners LP
9369,MITSUBISHI CORP (AMERICAS)
9371,Glencore Ltd.
9375,"A-Gas US Holdings, Inc."
9376,"KOLMAR AMERICAS, INC"
9384,Hawaii Fueling Facilities Corporation
9385,BP Products North America Inc.
9386,"Mitsui & Co. (U.S.A.), Inc."
9389,"OXBOW CARBON, LLC"
9394,"Neste Oil US, Inc."
9396,"MITSUI AND COMPANY.(U.S.A.),INC."
9398,"US VENTURE, INC"
9401,UNITED REFINING CO
9408,"SANGUINE GAS EXPLORATION, LLC"
9411,"Enterprise Products Texas Operating, LP"
9417,"Kinder Morgan Energy Partners, L.P. "
9421,Triangle USA Petroleum Corporation
9435,Mieco Inc.
9438,Philips Electronics North America Corporation
9439,"Alexin, LLC"
9443,"Renewable Energy Group, Inc."
9446,Mitsubishi Corporation (Americas)
9449,"COMSTOCK RESOURCES, INC."
9450,CGB Enterprises
9451,"Molycorp Minerals, LLC"
9458,Marion County 
9459,JPMorgan Chase & Co.
9476,BASF TOTAL Petrochemicals Limited Liability Corporation
9478,"LLOG Exploration Offshore, LLC"
9480,"GLOBALFOUNDRIES US, Inc."
9482,SWEPI LP
9483,"Huntsman Petrochemical, LLC "
9486,"Enbridg Energy Partners, L.P."
9489,Tunnel Hill Partners
9493,City of Kearney
9494,"Anderes Oil, Inc."
9499,Blue Dolphin Energy Company
9505,TAMKO Building Products Inc
9506,MARSH OIL & GAS COMPANY
9510,"SAPA Extrusions, Inc"
9511,PATARA OIL & GAS LLC
9520,CROSSTEX PERMIAN LLC
9521,Albiorix Inc.
9524,"Peoples TWP, LLC"
9528,Ingersoll-Rand Co
9533,"W&T Energy VI, LLC"
9536,Aventine Renewable Energy - Aurora West LLC
9537,"Century Brass Works, Inc."
9540,Geisinger Health Systems Foundation
9541,"Vonco 5, LLC "
9542,St. Barnabas Hospital
9544,Norton Environmental
9546,Castleton Commodities International LLC
9547,"Farbest Foods, Inc."
9549,Spartan Light Metal Products Inc.
9550,Statoil Marketing & Trading (US) Inc.
9551,"Guardian Lima, LLC"
9552,York Plant Holding LLC
9556,"TARGA PIPELINE PARTNERS, LP"
9557,J.R.Simplot Company
9558,Reading Health System
9560,"Midstates Petroleum Company, LLC"
9563,"Alpha Natural Resources, Inc. "
9566,Utelilte Corporation
9571,Tate & Lyle Sucralose LLC
9574,"All American Oil and Gas, Inc."
9582,Antero Resources CORPORATION
9586,World Fuel Services Corp
9588,BASIC AMERICAN FOODS
9590,PVR Midstream
9593,"Premier Natural Resources, LLC"
9595,Sunflower  Electric Power Corporation
9597,Gulf Oil Limited Partnership
9602,RIL USA Inc
9604,Atlantic Trading & Marketing Inc.
9608,Ocean Investments Corp
9612,WASTE INDUSTRIES USA INC
9613,Clariant Corportation
9614,Outokumpu Stainless
9616,BreitBurn Energy Partners 
9617,Pine Belt Solid Waste Management Authority
9619,"Wal-Mart Stores, Inc."
9621,TARGA RESOURCES Corporation
9625,"Quicksilver Resources, Inc."
9628,Antero Resources Corporation
9629,Antero Resources Corporation 
9638,Matador Production Company
9639,Memorial Resource Development LLC
9643,Sierra Pacific Industries
9646,Hutchinson Technology Inc
9652,Target Corporation
9672,Biodyne Inc
9696,All American Asphaly
9705,"Caithness Energy, LLC"
9707,Seward County Kansas
9714,Decatur County Board of Commissioners
9724,"South Central Coal Company, Inc."
9729,HILMAR CHEESE CO
9732,Refricenter of Miami Inc.
9733,"Vishay Intertechnology, Inc"
9735,Micrel Semiconductor Inc
9746,MARION PLYWOOD CORP
9747,Long Island Jewish Medical Center
9748,AEMETIS INC
9759,Technical Chemical Co
9760,County of Hawaii Department of Environmental Management Solid Waste Div
9762,PBF Holding CO LLC
9764,FORD MOTOR CO
62,"Cogentrix Power Holdings III, LLC"
242,MGE Energy
249,Axiall Corporation
271,Bayer CropScience LP
281,ContourGlobal
339,"Murphy Oil USA, Inc."
449,PARIS GENERATION LP
468,UNS ENERGY CORP
627,"GDF Suez Energy Generation NA, Inc. "
678,Associated Electric Cooperative Inc.
680,Associated Electric Cooperative Inc
725,"GMMM Westover, LLC"
726,Greenidge Generation Holdings LLC
837,"EIF BNY, LLC"
953,Allegheny Energy Supply
1207,Castleton Commodities International
1247,"LAKESIDE ENERGY, LLC"
1248,"Allegany Generating Station, LLC"
1249,"Carthage Energy, LLC"
1274,Sterling Energy Group Inc
1299,BROOKFIELD RENEWABLE ENERGY GROUP
1306,CCI Rensselaer LLC
1350,"Emera U. S. Holdings, Inc."
1352,Emera US Holdings Inc.
1365,Frontera Generation LP
1366,Emera US Holdings Inc. 
1408,"POLARIS ENERGY, LLC C/O TYR ENERGY, INC."
1422,"Southwest Generation Operating Company, LLC"
1449,LIBERTY UTILITIES PEACH STATE NATURAL GAS GA
1450,LIBERTY UTILITIES (MIDSTATES NATURAL GAS) CORP
1470,AltaGas Ltd.
1547,Raven Power Holdings
1772,"Southern Montana Electric Generation and Transmission Cooperative, Inc."
1871,"Noble Energy, INCORPORATED"
2192,BEECHCRAFT CORP
2219,Pike Natural Gas Company
2226,Ardagh Glass Containers Inc.
2229,"Continental Building Products Operating Company, LLC."
2328,Northern Star Generation Services Company LLC
2472,Centerpoint Holdings LLC
2550,CIP II/AR BRIDGEWATER HOLDINGS LLC
2643,WCA Waste Corp
2655,EXPERA SPECIALTY SOLUTIONS
2668,AXIALL CORPORATION
2751,"APPVION, INC."
2753,Broome County Division of Solid Waste Management
2784,City of Nacogdoches
2792,"ENABLE MIDSTREAM PARTNERS, LP"
2800,"REPUBLIC SERVICES, INC"
2838,City of Mt Pleasant
2860,Eastern Natural Gas Company
2877,RSI
2880,Golden Grain Energy LLC.
2928,"Sunoco Partners Marketing & Terminals, L.P."
2978,Mexichem S.A.B. de C.V.
3117,Vallourec Star
3129,"Azure Midstream Energy, LLC"
3219,"United Continental Holdings, Inc."
3222,"Williams Partners, LP"
3248,City of Watertown
3294,"Superior Pipeline Company, LLC."
3318,AbbVie Inc.
3321,Freeport-McMoRan Oil & Gas LLC
3323,Freeport-McMoRan Oil & Gas
3345,Solvay USA Inc.
3347,Axeon Specialty Products
3386,GERDAU Special Steel North America
3418,"Plains All American Pipeline, GP"
3453,CRAWFORDSVILLE ENERGY LLC
3460,"Polaris Plains End Financing, LLC"
3491,"Fieldwood Energy, LLC"
3589,"Griffin Pipe Products Co., LLC"
3590,"GRIFFIN PIPE PRODUCTS CO., INC. LLC"
3626,Progressive Waste Solutions LTD
3714,TOYOTA TSUSHO AMERICA INC
3793,Bad Axe Property Corp.
3797,"FREEPORT-MCMORAN OIL AND GAS, LLC"
3978,"ONEOK Partners, L.P. "
4038,COUNTY OF STANISLAUS
4106,Axiall
4145,Smurfit Kappa Orange County LLC
4223,Expera Specialty Solutions
4374,"Trigeant, LTD"
4453,Occidental Permian LTD
4528,"Coffeyville Resources Refining & Marketing, LLC"
4549,Tulare County Solid Waste Department
4553,COUNTY OF SAN BERNARDINO SOLID WASTE MANAGEMENT DIV
4556,Monument Chemical
4616,Waste Corp of America
4634,"SCA AMERICAS, INC."
4640,Everyware Global
4773,Town of Smyrna
4816,"Guardian Hankinson, LLC"
4860,Brown County Port & Resource Recovery Department
4945,RSI`
4947,Evonik Corporation
4966,"NRG Yield, Inc."
5092,Taminco US Inc.
5201,"Manistique Acquisition, LLC"
5226,Dal-Tile Inc
5399,Tabula Rasa Partners
5434,Dofasco Holdings LLC. 
5438,Dal-Tile Group
5504,"City of Gary, Indiana"
5507,LIBERTY UTILITIES (NEW ENGLAND NATURAL GAS COMPANY) CORP
5519,Rutgers the State University of New Jersey
5528,Commercial Brick Company
5563,RACER Properties LLC
5657,"Appvion, Inc."
5743,"Ohio  Valley Resources, Inc."
5783,"Calumet Specialty Products Partners, L.P."
5788,"Ohio Valley Resources, Inc."
5821,Eagle County Government
5966,"Expera Specialty Solutions, LLC"
6011,"Guadalupe Power Partners, LP Calpine Corporation"
6124,Coronado Midstream LLC
6125,Almatis Burnside Inc.
6162,"NatureSweet, Ltd,"
6210,HITACHI Metals AMERICA LTD
6247,"Central Waste, INC"
6380,"Del Monte Foods, Inc."
6382,"Continental Building Products Operating Company, LLC"
6410,Kinder Morgan Energy Partners
6555,Novo Power
6564,"GDF SUEZ Energy Generation NA, Inc."
6634,EFS-N LLC
6821,"Hawaii Independent Energy, LLC"
6863,City of Greensboro North Carolina
6866,J-Power USA Development Co. ltd.
6941,"Pinova Holdings, Inc."
6968,"Fox River Valley Ethanol, LLC"
6997,"Veris Gold USA, Inc."
7051,Hanover Group IV
7089,Brayton Point Holding LLC
7113,EXPERA SPECIALTY SOLUTIONS LLC
7154,"Bicent (California) Malburg, LLC"
7159,"EIF Channelview, LLC"
7348,Coeur Mining Incorporated
7414,Buckeye Port Reading Terminal LLC
7523,"City and County of Denver
Department of Environmental Health, Suite 310"
7600,Monongahela Power Company
7823,Taminco US
7831,CHEVRON CORPORATION
7849,Augustus Energy Resources LLC
7870,"Bayswater Exploration & Production, LLC"
