ein,name
46235039,charlotte menzer tr uw dtd 021970 47920012 fbo
263248570,christopher and jennifer lette
134146524,moving arts projects inc
453723090,5rivers
753121175,lilac preservation project
136160022,irving fabrikant
237017430,sidney anderson   inc
266001829,coile
46905741,harrill family   tr
810772737,indian lake music boosters inc
656050913,l paul booth tr uw fbo shriners 12472007
232479194,tri-square camp association
237010710,sam gorovoy   inc
256084059,gilmore-hoerner endowment
201473035,hoegemeyer family
942838248,friends of the university of the philippines   in america
203870269,millie luing   inc
223776361,seven trails   inc
463162442,starrow booster club
541856732,george clarence and dorothy shaffer charitable
911997816,vidalakis family
452711691,jacob & sandy fried   inc
510139880,james a folger and jane c folger   the
43400633,durant family
752629363,bradbury dyer
561318527,schechter   inc
462489414,alameel
161188525,ralph wilkins
364586046,hase family scholarship trust 20013600
766079369,bayou charitable tr
826005448,henry b kingsbury scholarship fund
616181241,maude velle & william b brown memorial tr ua 33-l202-00-0
351942794,oakview inc
521272134,estonian world council inc
133006623,the lenore hecht   inc
261300480,roub family
936017089,ion lewis trust fbo
396713131,melvin and frances kirby
233098459,koltin family   inc
136145483,belsky   inc
272412663,feyen zylstra community
116429817,rolf and elizabeth rosenthal family
621742273,gail latimer
582578767,womack   ltd
136271757,feder family charitable trust
203099177,mt pleasant performing arts company inc
541854752,bacardi family   inc
942382326,starhill associates inc
371452682,stuart a miller family   inc
202043475,finzen-clark family
943228498,raymond and joanne lin
841168311,hepp
46051091,cotsidas charitable trust
630736830,violet h mclendon scholarship trust
463569291,come clean inc
203977553,hirsh family
266159006,emily j zuckerman
237831172,helen reber hilton trust
363548479,leo gluck charitable
133926380,oshea family
316235371,frey tr u a f b o phillipus united church of christ
136041900,gould tr leake & watts child home inc 2
752895615,the rebecc marcus md
61564431,henry j and kathleen singer family   inc
133908743,y-h lowe   inc
593547881,tom & carol dunn family   inc
46385719,mortimer p howard tr u w fleet bank of massachusetts
383212164,arthur j & kathryn d mervenne
311680764,e e connelly family
136143274,lipton   inc
581914208,the george and ida wood blanton endowment tr
256716020,arthur & gail morgenstern family
680524691,patsy takemoto mink education fund for low income women & children
621838846,ripple production
66131805,marcellus hartley trust 3959
43541593,downs
521909174,the novak family
43453516,blackey family
43727366,peter and joyce uddo family   inc
206862913,edward r and ruby j@lea charitable trust a
46116930,zartarian
411796504,tamarack
201164708,jess m hutson md charitable
756083140,david l tandy
356548300,betty kirkpatrick scholarship fund
251811880,st thomas more center for catholic family life
271386249,daniel & chayala glenner
471034545,annabellas fund inc
841496774,julia a amen scholarship trust fund
541811279,john f kane scholarship fund inc
464365692,huey lin and chihong john ju
236436852,roy & hilda stauffer
546036349,binswanger glass
650303365,samuel burtoff   inc
66186996,h arnold jackson trust fbo greenwich boys club
46037206,lancaster
363740650,azulay family
911907445,willow
311484922,the mtb charitable   inc
346524605,nora s wilder trust elyria savings & trust national
383668101,darrell harvey family   inc
956010289,james w hughes   011053-00-07
364390416,unity
364181251,appleton potter family
341668815,black river athletic booster club
746503469,netta bell stephenson watson trust fbo collinsville cemetery assn
237089108,dr t f manley scholarship fund
46317596,carlton e atwood trust uw 04-25-69 10109384008 fbo anne kirby atwood
460438703,chiesman   for democracy inc
726017815,hicks fund
581544786,the warren s wurzburg sr and marjorie o wurzburg
596835987,forrest c mobley
630781309,weil family
711019030,the bob and jennie canevari   inc
133732021,samuel lemberg scholarship loan fund inc
461514680,raddon family
460482257,chester county cycling
260334496,new course charity   inc
364156963,richchar inc
273458082,elliott family   inc
452816591,kinney family   inc
522071151,telegif a nonprofit corporation
461563800,hunt for justice inc
376445616,zelma may josi charitable tr
256841713,seymour kalstein charitable fdn tr
912151289,edward doc butler family
137202870,kathryn e spence family
550699749,vna home support services inc
136264357,david n judelson family charitable trust
371346301,boo rochman charitable corporation
208096411,wadsworth brothers charitablefoundation
204063253,james r and charlotte a noble family
383385788,stucki family
431186049,melvin spitcaufsky memorial   inc
746047894,j a and isabel m elkins
136936495,bread of life   inc tr ua 040489
236424184,allergy   of lancaster county
467289961,will and june@haseman lecture series trust
204732452,north shore lacrosse club inc
532273993,the john treacy and darcy f beyer   inc
566084675,john a timberlake trust nc natl bank ttee
746523871,george f agor irrv tr fbo carmel ny
271480662,sterling
450558149,spectrum of hope
276795148,buettner family
571107203,grier family   inc
746043490,parten
366103664,charles
416015737,clive t jaffray employees trust 6802
472549873,highpoint cares   inc
656062921,mcdermott private
260368456,mickey & keely pearson foundationinc
256702275,george d and dorothy s bowers tw fbo bethany u m church
251754310,carol e and myles p berkman
650985878,sisser family   inc
546157954,heatwole tr uw rock mem hosp et
841417105,schermerhorn family trust
341396754,diehl family
232736067,bucks county civil war round table
636077959,james m hoffman scholarship trust
16007890,john b kehoe trust 5047-00-5
137186560,carter rowe charitable tr 07011999
911703239,katherine olson
870661243,michael p dixon charitable
56007198,elizabeth d ward trust uw 2 9273 00 1
830234332,wilbur & birdie williams scholarship fund charitable tr
626094393,henry church sch
46880358,davis publications charitable tr
510256464,the oneil
411454653,martinson
330929538,nierenberg
311781844,gordon family charitable   inc
200513675,thomas hodge
452639360,erdahl family
436520912,edna pittman scholarship fund c/o mercantile bank of joplin
134010071,m stoklos educational
43619796,j freunard kim
113350060,tashlik family charitable
61549862,pyle
416436876,john & ruth cemansky memoral trust
61725407,new beginnings of pineville
206696813,evelyn mary tovey tr
471531823,caroline urciuoli   inc
274000348,214 philanthropic   inc
46133806,armstrong
46023203,william w bird trust uw
166162556,l m holtz test trust fbo dorthy a holtz trust
510172334,imperial charitable trust
716050601,first lutheran school endowment
222151930,inez branca family   inc
46278585,edith m burbeck
432010062,martha j weiner charitable
113267241,anna and philip kimmal   inc
421482240,burnett family
222783283,gold family
954494565,ralphs prather ranch
216015545,peter sleesman trust for education of children
461582625,keren avrohom vsoroh
161265415,the robert d flickinger
376456093,mervyn lapin family charitable
236218545,s c stroud decd womens spca tr 12240 0-5 nect
455508223,hintermann family
943214668,peter & marie-helene gotcher
464371982,suzanne and daniel r lee family
205918808,bruce & julie menin charitablefoundation
133921217,conza   inc
597245253,walker fam
411330984,resource center for churches
231991815,amrhein alma c tr uw b 3348 fbo pearl clauser moravain college
616230658,sarah b renaker tr ua fbo cynthiana church
260323190,cbcc   inc
743183459,linux kernel organization
270931715,faith   of alabama inc
320188965,strelizia
205632108,jordan-evans family
61661065,rotter family   inc
311574723,lafourche education   inc
161628987,south mountain company
371546572,albers vista gardens   of kit sap
66042121,albert evitts tr uw fbo new milford hospital
30472947,bay state model railroad museum inc
116036673,abraham perlman   inc
770295203,ventura county sheriffs department volunteer search & rescue inc
134123083,archipenko   inc
256693748,castle   tr
586367417,florence may@canine rescue trust
611189700,w bruce lunsford   inc
203752807,the burnett family charitable   inc
356222071,lillian r marvin trust uw
237091625,the cincinnati astronomical society
770457315,barr charitable
223269458,samuel and esther buchalter   inc
936104350,rose anne mckenna test trust 5-15325-00
900122801,hutton   inc
351781577,robert & margaret koch bomarko founders scholarship fund
300102111,jane t daiss and robert m daiss family
270871188,healthy paws
311648563,the teri and dan german family   inc
453175862,5mpower
316041836,j cromer mashburn family
860840802,agape
46015965,grace t blanchard trust uw fbo flora t blanchard scholarships
236419138,the cooper
911514119,la stella
630976809,ralph and della haskett memorial
521287027,midtown national little league
596121664,john doyle trust u/w
916281184,midland community club scholarship
270155679,ivy
582414112,hibernian society of savannah   inc
391606130,morris family
436223878,larkin-birchler charitable trust
436480238,hitt for school of ozarks 020294
510244205,platt mead hanford-jennie bradley hanford memorial fund
952418159,lloyd ellis griffin scholarship   inc
680487113,r s & p zarnegin family
472582615,bisson family
746276910,mcfadin-godfrey historical trust
237978501,the jim and lorraine mann
726189063,logan   tr
597215393,douglas s macdonald
470834590,a cydog charitable trust
386679358,wallace o refke trust
256079669,mary ann irvin scholarship
646022440,marion e taylor christmas fund
376165386,father yunker lithuanian student fund
463951938,teri and dean flanders
133999711,a e ventures   inc
396698787,trinity charitable tr
133394958,abraham and florence mendel
461142574,faith one
680476295,the bill and pam cordingley family
770529034,wingate family   inc
770411065,y kwong and r fok   inc
486290978,sidwell charitable trust
556023681,albert j humphreys memorial corporation
426477710,ruth m brown charitable trust
383245131,simon and mary vanderkooy
630812631,thelma dixon
886002446,douglas county high school memorial scholarship fund
264539000,bruno and evelyne betti
770554213,shimada lee
592056953,sirgany   inc
133541870,tilles
206773633,benedictus
571062270,nichols residential care facility
203265879,ja and rd vann family
346772300,emma f sutton trust u-w
462827122,hammond bbq inc
954692209,fishing pole and love
527087484,tr uw dodson fbo arthur mugford ac 2200260009
133049629,international percy grainger society
752570120,semmler fund inc
396040291,stanley & ethel glen family   inc
206742467,lore f leder   trust
202073382,scott and jennifer andrews family
136054008,a f williams fund for the teachers of the barnard school for girls
454293938,yad ozer
43485593,fred bergfors and margaret sandberg   inc
30309341,hartford historical society inc
916571186,old coot & maggie   irrv tr
561808886,practical christian services inc
770506834,double taurus animal
416014990,1798 f a chamberlain tr
113411610,pincus & regina peterseil   inc
202718258,fox valley wildlife museum
306075313,zichron dovid charitable
134147267,ralph tawil   inc
626046717,american paper & twine company charitable trust
352199665,molitor family
133774078,george mark klabin   inc
586043788,kinnett   inc
273003957,edward s & lizbeth a snyder   inc
46035480,sherborn widows & orphans
463651449,luu quynh   inc
465767571,lamdeinu inc
800031058,paul t doherty memorial scholarship fund
566127576,victor r small trust
410877289,minneapolis ski club
460555390,4-work
481195182,kansas state delta chi educational
208874017,pitterich
916423024,merle loessin rvoc memorial scholar trust 31075500
16057970,fred forsyth trust fbo elm street congregational church
208089043,wanda j herndon
273120778,whelan family   inc
746053213,denton a cooley
800086880,mtd
383445050,skendzel family
611251673,william j scheben jr   inc
472104239,bryant charitable
916498742,keith and sonia moore
383189964,stewart management group charitable
113555767,valerie and jeffrey s wilpon
396541266,dorothy ryan irrv tr
550691435,storck family
386286307,alfred k ingalls trust uw fbo
363498639,st mary of woodstock school   inc
956042490,morris and mary press
133263916,rosenthal family
542135622,schriber family
454429814,john & darlene mcnabb charitable   inc
636110715,arthur h lee charitable tr
200879044,donghwa cultural   inc
352057250,indiana federation of families for childrens mental health
266618667,urho and dagny nykanen scholarship fund
462263025,chili-n-cherries charity inc
66442590,st huberts   charitable tr
46115419,eastman charitable
391868792,steven b and julie k smith family
311527332,george a butchikas   for autism inc
521807652,francis j and albina h dunleavy charitable
146081223,robert b mccoll charitable tr uw
100003741,robert and virginia siener family fund
316630121,lucille m potter charitable fund
561875423,betty and ken isaac scholarship   inc
841601728,watson family
760358285,william c and antoinette m childs
461559083,running river school
43323314,kremer charitable remainder tr
746032172,sol and fannie halff memorial fund 650
274004988,bryant family
261616992,galloway family
237382733,ray & mary klapmeyer grandview high school
621717371,shepherds rest ministries inc
942744667,clover   of santa clara county
522257352,gregory b davis
222781180,a & c dimarzo family
356398629,dr ferrell w dunn memorial fund
636106073,charles & esther lee kimerling charitable
411907089,mahkato mdewakanton association
66286040,frances p parker scholarship fund trust ua
461639022,j
204010343,h & a charitable
43493753,webber family   inc
756173637,blanche g terry educational trust
262252920,equine champions for christ inc
411989822,the@jack and marie st martin family
260699167,clairebear   inc
953954650,dorskind family   inc
16059666,william c & a peryl crouse trust u/w
452537207,saber healthcare
846022586,raphael levy memorial   inc
597234199,mildred k neff tr ua fbo seton hall college
208986939,swezy family
256500093,claire butler   tr
461749737,central vermont milk producers association incorporated
223670223,merin family   inc
222949374,jalil   inc
522172817,chesapeake orthopedic research   inc
900184099,the dutton testamentary trust
860264036,robert t wilson
363427248,israel kuzminsky memorial   incorporated
911169056,john m mcclelland sr charitable
226641728,jay b abramson
66302787,elizabeth harding norton trust
236838778,grand view hospital-elmer overpeck trust
522208477,kanakia
611719209,furever rescue
860886258,lucille e williams
954642344,graysons awareness outreach
571081862,charles e & ellen h taylor family   inc
366162896,just
263920859,george & audrey rasmussen family
237161021,garitty charity association garitty charity association
203852193,pua
656158034,margaret a guisetti palm beach chapter dar   inc
510542728,the little farm
16007099,joseph l barnum trust nect c/o depositors trust co ttee
208014170,khourie family
436766144,helen huss char tr
736238374,talley
263916252,montville
566194108,marie palmer stewart scholarship trust
43647404,hascoe charitable
463210832,national maritime education council
43542547,koster insurance scholarship fund inc
463141475,andrew park   inc
810725489,bird family
566455540,vera holland memorial community fun d
470833736,the richard and patricia stitcher family
752158090,uhr family
134088271,jacques and margot kohn   inc
522328370,purity chapter 116 oes 40 39k020004 jk2
232861732,philadelphia athletics historical society
611632311,barcus king family
206030070,orthodox church mission fund of houston texas
611696937,at williamsburg place
236242481,mary amanda hawke rixstine trust
16009136,charlotte roberts tr fbo the congregational society
526050346,kiefer   inc
582487879,george a sancken jr   inc
273499496,league of women voters of westchester education   i
480849275,the sunflower
522007855,charlottes web
954030918,kanter family
356629083,russell harcourt tr uw
586336932,william m gilfillin
206646414,james c and rhonda s seacrest found ation
356015589,henry schnuetgen trust
460438923,sturgis rally charities
541440554,breaks-scout
516185733,theodore w and martha r collins and family fund
274375505,raghavan family
936249490,joann hamilton memorial fund 97320110
236639769,edward j nailen fbo cath dioc 1513090146
300281873,frank & irene myers
716172017,ted williams charitable tr
223341218,genesis
260173350,todd foster
113368842,carole mastroddi
416395607,two harbors high school senior scholarship fund
237032221,sam & julia selkowitz
352037852,spiro b & patricia culver mitsos   inc
202627421,william james dorminy   inc
311731952,c edward and gloria herder   inc
66024152,darius miller trust fbo fairview cemetery
465629750,glen ellyn titans
16184578,spencer johnson family
521274701,j s cooley educational trust fund
262873407,smith and davis   inc
770551890,dayan
521989778,richard and regina weinberger charitable   inc
621154389,the dubose scholarship fund
900451153,james pickens jr
366147465,brandt
756053890,irby n and marion h taylor
850352648,sierra electric cooperative education
263845321,3j
931162268,boller-thomas   of oregon
431763108,sally w proffitt and william c proffitt
311746382,the emerich scholarship charitable trust
520808085,francis scott key memorial   inc
222762402,philip & roslyn cowen   inc
61518304,caserve
203894548,monsignor donovan high school toms river nj scholarship fund
541923880,the colburn family
562115340,robert white & gaither smoot deaton charitable   inc
261309191,rosemary c sullivan   inc
621795977,newell & bettie graham
311572006,shannon
650524492,conservation education
461960700,tender trotters therapeutic riding center inc
203365686,smolyansky family
581743431,martin westview charger club
208806417,phillip m devito
133358147,the new york association of black journalist inc
66048263,howard m judd trust uw fbo first congregational church of bethel
222768469,lamb
463686518,houston committee on foreign relations
236248918,annie davis 2973 0
320036617,raymond scholarship fund tr
911744796,wooster-barcott
221714041,sales executive club of new jersey
341377938,christian businesscares
133503827,tiferet moshe trust
446008351,h j diffenbaugh trust fbo baker university
133874613,cannstatter   inc
276288082,vivian phillips charitable tr
382205199,the barr
201106340,cecile stephens charitable
596858595,ehlers maeder schumacher trust fund
43656259,granite state animal league
816074919,e w weinrich charitable trust
453764981,westphalia
366110236,horner
204372809,braylon edwards
134198749,guttmann-schwab family
473135563,nazurus
46048472,oxford fund inc
463397777,iglesia cristiana firmes en la fe
43493460,rosenbaum steinberg fam
474117490,grain place
396086011,louis l phillips charities inc
262869122,susan greenspun fine family
364157412,perkins harnett
680134693,thomas and gerd perkins
516158604,nadon trust t-w 1021710
46697373,essex veterans of world war ii tr
830504218,ms great 8
861154955,supo
263731030,cron family
454073313,wwsg
272545543,vista bank
203102309,benn and kathleen gilmore
516025016,mildred s lininger tr
223513913,raymond v and gladys h gilmartin   inc
311367070,mckeever   inc
860876193,kevin p and sydney b knight family
203028286,lacey   inc
461592102,peoples charitable
631148071,the autauga   inc
56015348,cranston
546161128,anna stine tuw 5013001025
521081407,chelonia institute
953313203,the shirley baskin
387090484,michael t assarian
61566031,lindalea p ludwick family   inc
260149937,carr family
656373326,joseph and alberta murphy
593615172,common welfare society inc
270877433,casey feldman memorial
311465519,sidney a and esther laifer family
133864637,the guys american heartland
311579575,fyfe family   inc
596020796,winter park garden club inc
200648244,e m forward family   inc
202490485,joann f holt family   inc
366047348,myron f ratcliffe
721538400,teamquest
861159367,kiem
237436204,anderson county association for retarded citizens
943025149,lawrence weissberg
597160404,ruth a wilson private
541993898,frazier
383213042,william h & patricia m smith
263907613,pit and joy gills   inc
236299767,kirschner family
311604788,hunt family fund
264533781,art of renewal
208082454,calftech
134138180,pares chandra and sivanichakravorty memorial rural education project i
841568622,susan riley family
251840974,jewell d rodgers
990306827,james haruji tamura and fumiko tamura
200335716,edmund j and afton s greenwell
221711668,tobelmann
464353117,north carolina youth rodeo association
510190075,lewis e staton trust u w 008106
364409239,fulu
510181016,flora bernice smith
10500483,leone r murray trust uart 4
311627480,richard b sneed
201025360,decatur corridor development inc
232513824,presidential scholars
464284638,supporting good deeds inc
270667288,cullman savings bank
455521292,chrisman family
232225710,psea scholarship trust
226063189,carl j minnig
527115055,e & e anderson scholarship pfdn
201232559,galen
356782058,alice campbell tr ua community
203560881,tabgha love
43496159,linda p marsh charitable   12-06-99
550667171,the john a sheppard memorial ecological reservation inc
272477476,zinc saves kids
205200802,james and catherine rosenthalfoundation
262896158,jeremy carroll
261515072,norman & susan scott charitable
263549628,ron and sharon matthews family
421612887,the siff exkorn family
581580753,eugene rmatthews memorial fund
597203903,alberta j@bauman tuw fbo shriners hospital
274587666,marjorie and norman felix private
260849976,steiner kerman employee assistancefoundation
273905712,william h and frances m dakan   inc
236708285,josephine d myers tr uw 70859 00 4 fbo
593611509,rivers of new life   inc
46045528,gertrude w & edward m swartz charitable trust
650899400,pptr ii   inc
396083464,clarence h gribble trust
386143278,allen h and nydia meyers
270781011,ralph weiner charitable
203995418,lois and larry davis familyfoundation
760631338,the vermillion family   in
66037207,saxe   inc
226349014,george e andressohn trust uw 1996
562032901,mountain farm & home museum inc
237044487,mancini charitable
261619962,jacob and minnie kliman charitable
943328451,shg
363503551,camp elim and other youth ministries of haiti
383159762,william and audrey farber family
263911695,mission hope usa inc
205505210,haney family
113105739,oliver r grace charitable
954734887,rob & joanne smith family
752886782,worrall
916382063,goldberg family charitable
546470825,duval radford charitable tes tr 920-315007036031
396043219,george l n meyer family   inc
436889358,ferguson fam   122402
880392787,the brown family
201916094,izant family
367278557,joseph linberg and george obrien charitable
237087719,hugh c wallace charity tr 5-241
161459717,louise and henry epstein   inc
203952491,farrar timberlake
256714458,ida gartrell peterson and roosevelt peterson scholarship fund
471467318,chase and luke
912091417,george and carlyn steiner family
261616193,gsgn
611105570,for drug free youth inc
202026705,almar family
203272490,abernathy port charlotte   inc
462997614,assisi sanctuary inc
770571224,kalvi   inc
916025663,ella c lemon tr fbo yakima valley memorial hospital
270307721,wayne county athletic   inc
752527395,pious propagating islam over united states
166148416,whiting
232892026,susquehanna litho   inc
383421778,mps
146018175,urban forestry organization
136061289,helen and robert cahill   inc
263911338,richard and marlene ferst family
746061363,the finkelstein
237331234,rose of sharon senior homes inc
746258571,grace g robertson memorial trust
367129916,michael & suzanne carusillo charitable
461588899,puzzle piece   inc
346502547,fridolin lohmann trust
461251946,musicians community center
204526192,tran family
416417159,the jane r newman charitable trust
936229088,russell b standley charitable irrv trust 353819
830379392,david charles horn   inc
760681147,annunziato family
550761702,horne family charitable
636182393,calison
416568831,randolph and josephine zelov charitable tr
411624293,ritt family
10747500,wilbert
223750186,joseph and nora moreng scholarship fund inc
16033742,ethel trafton levasseur tr fbo trafton sr cit ctr
311597499,aftab and gul cumber family   inc
451554528,john 15-16
391884671,lang family   inc
586457537,wallace duvall tr uw fbo mercer university
237681690,anna marie helbing tr for nursing education uw
820503980,edward l uhlig
237012014,williams
66269929,robert h manross trust fbo salvation army of bristol inc
431745384,elizabeth m barton educational fund
30603732,moms the fund for mothers with young children inc
113027873,eugenio regalado
274387412,s & r
476026285,mary h brown trust no 2
237408105,grey rock community inc
260598944,price family
876216913,skaggs memorial chapel tr 45g190007
383572595,wirtz family
156022438,co-tuw helen r brady memorial fund
330323974,eckmann
264609846,concord education   inc
616019502,am rowe
716136279,edna perry sims irrev tuw 74-11-111-1814500
912120410,judith gerson charitable trust
870572197,mary and frank skillern
56019100,arthur h boss trust uw 2-1207-00-6
133794509,mj de lucia
520800920,abraham and rebecca heyman   inc
841355601,sally j jobe
742221742,maurice w brown
113427118,scone
106004818,c weaver squier tr uw
770444638,shum charitable fund
396459811,lillian v johnson scholarship fund
236517786,oscar brommer tr fbo st pauls lutheran church of summer hall
426277194,ernie p schwartz
10371179,governor james b longley scholarship   trust
816081306,marselius & verna rolfson charitable trust
546036792,old dominion box company   inc
133178179,the david and lucille gildin family   inc
272445801,blume family   inc
770526077,j v lowney fund
752340623,r leon gibson & mary f gibson
461633768,jl animal rescue inc
256641692,kathryn i schiffner music fund
261810159,sharon zacky wilensky & terry lee wilensky family
137000812,leviant   tr
46956507,bertha g whidden char fdtn
521166266,waddell   inc
556014946,berkeley minor & susan fontaine minor
260715422,rose marie davis   inc
201965878,pacific rainbow
562423531,umberfield zack family
383465076,harvey and verdi sjaarda family
341637597,chilcote company charitable trust
943219996,nepali association of northern california
366096387,epstein
742395446,john c bowden
911231450,maynard a lundberg education
371338566,hilda m padgett charitable tr
596143160,gainesville garden club inc
351939090,luann derrickson
205227614,raymond b yingling
956014325,tuw clarke lisbon cemet fnd
320285305,professional firefighters of marion county benevolence fund inc
46793631,stephen r casey and carlotta casey coyne fund tr
133801276,little star
356471111,george l and goldie mae hall memorial scholarship fund trust
431836207,parrino
416019581,melamed
465063756,back bay aquatics
263747928,m & m family
316479693,harriett harkess tr ua 071567 1515048108
546549285,mary louise cronin tr
376144502,elgin mahle scholarship trust fund
20682841,geo b williams scholarship fd uw 137-0015724970
330831210,jan adolf gorecki scholarship
726230453,william d and margaret r trudell scholarship tr
262385635,go fish   inc
472450159,birdwhistell family
521115801,jerome g & annette s zimmerman incorporated
766002566,richard c & esther bellamy educational trust 155
586338112,the@bob hughes fund
311520973,alan and ruby riedel
66366234,ronald n dubin
586414923,the small
237074396,hands for christ
460608856,joyce miller owens charitable
61519267,rising phoenix   inc
226744308,the@lawrence and kathy livingston family
222866780,arthur and louise wasserman
133889895,targoff family
274402542,phil & lisa williams family
223846205,briar hill   inc
237726604,harris e strickhouser tr uw fbo st pauls lutheran church
136077055,k p & phoebe tsolainos   inc
341652674,aac institute
471671790,silicon valley arbitration & mediation center
453952896,boyce & gail dooley family   inc
760758404,asian america affairs association
376449852,p j and mary ann desai family
751574708,george f & mary l leone
592807536,progress village   inc
237702453,cora a keiser tr uw
201659488,fsa   inc
462825160,p2   inc
752570146,sam r and malcom monroe barnes
686216887,roman
426485815,wesley h & barbara duer swiler memorial trust scholarship
274134794,marvin and joyce kaiser
562223574,richie family   inc
226385400,mildred h huber and harold s trust 1519046022
222764049,thomas & helen davis memorial
311246085,indianapolis junior golf   inc
61035614,leslie and roslyn goldstein
476554739,barry j and dolores r schneider charitable
726099159,behl trust uw fbo alma college guaranty bank & trust co ttee
752705912,goodell
481187761,mary louise boertman charitable trust
954706107,don and sally clark
236231832,coslett
132937671,charles looney memorial fund
276411162,charitable tr fbo rollin for ninos
43054014,robert o owens   inc
396529176,edward l fitzgerald   trust
132946595,george jacobs family foundations
721567897,basalt   inc
522052715,herman & goldie halpin   inc
471963488,hornback corporation for cancer awareness
841569913,glenn family
237442461,harmony grove   inc
550570334,tom c smith charitable tr
611501301,society for the advancement of manufacturing
166417356,theresa costa tr uw 18-255440
640813608,mary kirkpatrick haskell scholarship   inc
203014455,linda and peter schlesinger
203970976,david and debra segal foundationinc
916491855,robert chase erskine
261552623,the brickyard charitable
16008640,harriet & fred pomeroy scholarship fund 10-10-123-0016660
46913063,tynan fam charitable tr
205880341,lippincott scholarship
112669722,the mermelstein
956262325,omer t glenn endowment fbo art academy of cincinnati
900299126,charles w holtzer fund no 2
760393442,the m scott kraemer and joyce whiting kraemer family
236844448,leonard r yoder trust
46038208,glick charitable
208058053,gto
208156923,cooper levenson   inc
943452350,sophias fund inc
276482770,matte and leslee diaz family
204760148,donna boortz   inc
201842259,medieval times
656044170,althea & english smith tr uw fbo st presb church 4013303879
206077754,cathreine barnsley troxell education tr
262760230,world taekwondo corporation
261765966,beat autism now inc
134023827,todd stuart   inc
522136297,lt thomas joseph hill memorial   inc
561787185,sherman michael anderson tr inc
261535510,kasi charitable
133355619,the rato dratsang
990175917,herbert c shipman
146050437,st andrews society of the city of albany
383400746,brooks f bock and pamela a bock
208817037,jacobsen lake
943196458,the christian education   of the northwest
562146331,boyd family
26123078,jennifer and robert grunbeck family
136032520,maltbie mccosh delano fd fbo m maltbie
954245088,brookmore apartment corporation
203833006,george h clippert and maxine h clippert
46877549,demello charitable
226339155,garret roosma jr unitrust 31-7558-01-3
391862248,lawrence a & clare a liebe family   inc
223591586,trooper scott gonzalez memorial scholarship fund
592807069,the kaufman   inc
416077965,st paul educational   inc
820427127,idaho operation lifesaver
232195430,michael dunitz crisis   inc
271538196,adeline edwards
742797643,faith charities inc
630910841,cook family
741534420,dexion   inc
522004498,roy and ellen rosenthal family   inc
452774866,riley family
341976024,coyle family charitable   inc
205498853,sjr charitable
237984132,winifred m santman tr ua
474768024,hart family
341962709,ocasek family
263892199,joseph c scott
570779653,aiken county association for special citizens inc
202843928,liya kebede
203387308,green eyes in africa inc
920164036,alaska orthopedic and sports medicine research center
236779299,vivian simkins lasko
426530862,r d & marilyn i mcdonald charitable trust
16059798,lucien l audet trust 988
753024274,george paul and grace e lowrey charitable
582676558,kissling family   inc
200947453,sarah lamade white
680413256,david sen lin lee
271150552,mallrd   inc
746467302,katherine bolf scholarship irrv tr 75028002
30541650,americo j francisco charitable tr
207382184,the@michael and jeanne falzone charitable
133318264,the john doar   the woolworth building
954081967,the winkler family
465666433,a little rescue
341666103,feckley charitable
300003299,marshall iii and sheri rockwell
133498743,philip devon family   inc
752768241,pettinger
581524605,special housing services inc
237130093,rosemary home inc
223696654,joseph and grace mazzarella educational   tr
203444055,institute of chronic illnesses inc
42552125,shelburne buckland community center inc
205209830,500 museum of wheels inc
472196635,twitter
946075293,albina medici scholarship fund bank o america
566049256,arthur pelzer memorial scholarship fund
464002011,student athlete community service network inc
200522040,patricia eiting
416038607,fine family
383211447,doran
203912386,m & d
237957398,g trout fbo charities ir tua 1519160157
341902577,paul & alma klinger scholarship trust 14 38 y110 000 tmh
46721931,donald h & helen d peach scholarship fund
954250010,beca
271596900,ministerio internacional jesus mi libertador inc
46834533,eleanor c soule memorial building maintenance fund fbo st lukes
61722211,pepper-counts
133365078,the adela and lawrence elow   c/o lawrence elow
133060631,w eugene smith memorial fund inc
223749304,louis f & reberta c albright   inc
237851246,kenneth heiney tr uw fbo christ lutheran church
66022861,b belle whitney scholarship
203790160,united slovak societies
366075919,blommer
270209297,apax us
61708305,mabel b wright education fund
264777956,ma tov charitable
260540232,hiss 2002 family charitable
233015971,mcfarland family charitable
346854105,oscar and hildegard thiele scholarship fund
30357311,mann family
546681065,dominick fam
43064072,building 19
521982854,the juwan howard foundtion inc
386869760,kohli fam
263885409,buhrmaster family   inc
471925405,william c & susan s mariner private
256134245,viola rugh memorial fund
262610166,joe and chris aloe charitable
752823240,jeff and bonnie whitman charitable
266824259,stevens family charitable tr
66498862,margery p weed family charitable   tr
222670382,milton & shirley rock
954072056,james g and marcia h valeo
756419869,the bruce t hibbit scholarship fund
436406133,louis e bell charitable trust
957019641,nagelhout fam   charitable tr 123096
454079665,john and miyoko davey
236697937,r e heusner trust no 72520-018 dtd 12-6-80 fbo st matthews
566063081,pinehurst community   inc
61308676,peterman and deminico family   inc
760671303,martin   inc
43507136,george d jones sr memorial
454595181,foothills
260754665,aaa private
261372643,shapiro family
273268708,mccarty family
942707305,national leadership institute
201653840,bryan c miller jr and martha h miller   inc
260794525,la maya
113462429,polavarapu family   inc
472630485,ysb family
274514540,kal and viji raman
271539728,issachar & miriam bistritzky charitable
911821262,clay
141730868,victor a bacile scholarship fund
66138014,christ church paris trust
271288664,north american artery
276624535,taylor-reeves harf tr
